"abbreviation"	"officialName"	"equation"	"reconstruction directionality"	"subSystem"	"proteinClass"	"geneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"	" "	" "	"reconstruction directionality"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"	
"SGDS"	"Succinylglutamate desuccinylase"	"[c] : h2o + sucglu --> glu-L + succ"	"forward only"	"Arginine and Proline Metabolism"		"b1744"	"h2o + sucglu --> glu-L + succ"	"h2o + sucglu --> glu-L + succ"	-0.3	-4.4	-11.7	1.8	-0.3	2.5	-4.4	-11.7	1.8	"reversible"	"reversible"						
"SGSAD"	"Succinylglutamic semialdehyde dehydrogenase"	"[c] : h2o + nad + sucgsa --> (2) h + nadh + sucglu"	"forward only"	"Arginine and Proline Metabolism"		"b1746"	"h2o + nad + sucgsa --> (2) h + nadh + sucglu"	"h2o + nad + sucgsa --> (2) h + nadh + sucglu"	-10	-10	-19	-1	-9.4	3.4	-9.4	-18.5	-0.4	"forward only"	"reversible"						
"SHCHCS2"	"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase"	"[c] : ichor + ssaltpp --> 2shchc + pyr + thmpp"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b2264"	"ichor + ssaltpp --> 2shchc + pyr + thmpp"	"ichor + ssaltpp --> 2shchc + pyr + thmpp"	-39.6	-43.7	-55.4	-32.9	-39.6	2.7	-43.7	-55.4	-32.9	"forward only"	"forward only"						
"SHCHD2"	"sirohydrochlorin dehydrogenase (NAD)"	"[c] : dscl + nad --> h + nadh + scl"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b3368"	"dscl + nad --> h + nadh + scl"	"dscl + nad --> h + nadh + scl"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"						
"SHCHF"	"sirohydrochlorin ferrochetalase"	"[c] : fe2 + scl --> (3) h + sheme"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b3368"	"fe2 + scl --> (3) h + sheme"	"fe2 + scl --> (3) h + sheme"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"						
"SHK3Dr"	"shikimate dehydrogenase"	"[c] : 3dhsk + h + nadph <==> nadp + skm"	"reversible"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"1.1.1.25"	"( b3281  or  b1692 )"	"3dhsk + (2) h + nadph <==> nadp + skm"	"3dhsk + h + nadph <==> nadp + skm"	-0.8	-0.8	-9.9	8.2	-1.4	3.3	-1.4	-10.4	7.6	"reversible"	"reversible"						
"SHKK"	"shikimate kinase"	"[c] : atp + skm --> adp + h + skm5p"	"forward only"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"2.7.1.71"	"( b3390  or  b0388 )"	"atp + skm --> adp + skm5p"	"atp + skm --> adp + skm5p"	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"						
"SHSL1"	"O-succinylhomoserine lyase (L-cysteine)"	"[c] : cys-L + suchms --> cyst-L + h + succ"	"forward only"	"Methionine Metabolism"	"4.2.99.9"	"b3939"	"cys-L + suchms --> cyst-L + h + succ"	"cys-L + suchms --> cyst-L + h + succ"	-7.8	-7.8	-16.9	1.2	-7.6	2.9	-7.6	-16.6	1.4	"reversible"	"reversible"						
"SKMt2pp"	"shikimate transport in via proton symport (periplasm)"	"h[p] + skm[p] --> h[c] + skm[c]"	"forward only"	"Transport, Inner Membrane"		"b1981"	"h[p] + skm[p] --> h + skm"	"h[p] + skm[p] --> h + skm"	0	0.3	-5.2	4.8	0	1.5	0.3	-5.2	4.8	"reversible"	"reversible"						
"SKMtex"	"shikimate transport via diffusion (extracellular to periplasm)"	"skm[e] <==> skm[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"skm[e] <==> skm[p]"	"skm[e] <==> skm[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SO2tex"	"SO2 transport via diffusion (extracellular to periplasm)"	"so2[e] <==> so2[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"so2[e] <==> so2[p]"	"so2[e] <==> so2[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SO2tpp"	"SO2 transport via diffusion (periplasm)"	"so2[p] <==> so2[c]"	"reversible"	"Inorganic Ion Transport and Metabolism"		"s0001"	"so2[p] <==> so2"	"so2[p] <==> so2"	0	0	-5.5	4.5	0	1.5	0	-5.5	4.5	"reversible"	"reversible"						
"SO3tex"	"sulfite transport via diffusion (extracellular to periplasm)"	"so3[e] <==> so3[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b1377  or  b2215  or  b0241  or  b0929 )"	"so3[e] <==> so3[p]"	"so3[e] <==> so3[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SO4tex"	"sulfate transport via diffusion (extracellular to periplasm)"	"so4[e] <==> so4[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"so4[e] <==> so4[p]"	"so4[e] <==> so4[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SOTA"	"Succinylornithine transaminase"	"[c] : akg + sucorn --> glu-L + sucgsa"	"forward only"	"Arginine and Proline Metabolism"		"b1748"	"akg + sucorn --> glu-L + sucgsa"	"akg + sucorn --> glu-L + sucgsa"	-1.1	-1.1	-10.1	8	-1.1	1	-1.1	-10.1	8	"reversible"	"reversible"						
"SPMDabcpp"	"spermidine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c]"	"forward only"	"Transport, Inner Membrane"		"( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )"	"atp + h2o + spmd[p] --> adp + h + pi + spmd"	"atp + h2o + spmd[p] --> adp + h + pi + spmd"	-6.7	-21.2	-33.9	-10.4	-6.6	2.2	-21.1	-33.8	-10.3	"forward only"	"forward only"						
"SPMDAT1"	"Spermidine acetyltransferase"	"[c] : accoa + spmd --> N1aspmd + coa + h"	"forward only"	"Arginine and Proline Metabolism"	"2.3.1.57"	"b1584"	"accoa + spmd --> N1aspmd + coa + h"	"accoa + spmd --> N1aspmd + coa + h"	-5.5	-5.5	-14.5	3.5	-5.2	3.5	-5.2	-14.2	3.8	"reversible"	"reversible"						
"SPMDAT2"	"Spermidine acetyltransferase (N8)"	"[c] : accoa + spmd --> coa + h + n8aspmd"	"forward only"	"Arginine and Proline Metabolism"	"2.3.1.57"	"b1584"	"accoa + spmd --> coa + h + n8aspmd"	"accoa + spmd --> coa + h + n8aspmd"	-5.5	-5.5	-14.5	3.5	-5.2	3.5	-5.2	-14.2	3.8	"reversible"	"reversible"						
"SPMDtex"	"spermidine transport via diffusion (extracellular to periplasm)"	"spmd[e] <==> spmd[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"spmd[e] <==> spmd[p]"	"spmd[e] <==> spmd[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SPMS"	"spermidine synthase"	"[c] : ametam + ptrc --> 5mta + h + spmd"	"forward only"	"Arginine and Proline Metabolism"	"2.5.1.16"	"b0121"	"ametam + ptrc --> 5mta + h + spmd"	"ametam + ptrc --> 5mta + h + spmd"	-10.2	-10.2	-19.2	-1.2	-9.9	6.9	-9.9	-18.9	-0.9	"forward only"	"reversible"						
"SPODM"	"superoxide dismutase"	"[c] : (2) h + (2) o2s --> h2o2 + o2"	"forward only"	"Unassigned"	"1.15.1.1"	"( b3908  or  b1656 )"	"(2) h + (2) o2s --> h2o2 + o2"	"(2) h + (2) o2s --> h2o2 + o2"	-22.9	-21.2	-29.1	-9.1	-23.3	3.7	-21.6	-29.5	-9.5	"forward only"	"forward only"						
"SPODMpp"	"superoxide dismutase"	"[p] : (2) h + (2) o2s --> h2o2 + o2"	"forward only"	"Unassigned"	"1.15.1.1"	"b1646"	"[p] : (2) h[p] + (2) o2s[p] --> h2o2[p] + o2[p]"	"[p] : (2) h[p] + (2) o2s[p] --> h2o2[p] + o2[p]"	-22.9	-21.2	-29.1	-8.1	-23.3	3.7	-21.6	-29.5	-8.5	"forward only"	"forward only"						
"SSALx"	"succinate-semialdehyde dehydrogenase (NAD)"	"[c] : h2o + nad + sucsal --> (2) h + nadh + succ"	"forward only"	"Arginine and Proline Metabolism"	"1.2.1.24"		"h2o + nad + sucsal --> (2) h + nadh + succ"	"h2o + nad + sucsal --> (2) h + nadh + succ"	-10	-10	-19	-1	-9.4	3.4	-9.4	-18.5	-0.4	"forward only"	"reversible"						
"SSALy"	"succinate-semialdehyde dehydrogenase (NADP)"	"[c] : h2o + nadp + sucsal --> (2) h + nadph + succ"	"forward only"	"Arginine and Proline Metabolism"	"1.2.1.16"	"b2661"	"h2o + nadp + sucsal --> (3) h + nadph + succ"	"h2o + nadp + sucsal --> (2) h + nadph + succ"	-10	-10	-19	-1	-9.2	3.4	-9.2	-18.2	-0.1	"forward only"	"reversible"						
"SUCBZL"	"o-succinylbenzoate-CoA ligase"	"[c] : atp + coa + sucbz --> amp + ppi + sbzcoa"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"6.2.1.26"	"b2260"	"atp + coa + h + sucbz --> amp + ppi + sbzcoa"	"atp + coa + h + sucbz --> amp + ppi + sbzcoa"	-2.2	-2.2	-15.7	11.4	-2.4	3.5	-2.4	-15.9	11.1	"reversible"	"reversible"						
"SUCBZS"	"O-succinylbenzoate-CoA synthase"	"[c] : 2shchc --> h2o + sucbz"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b2261"	"2shchc --> h2o + sucbz"	"2shchc --> h2o + sucbz"	-23.6	-23.6	-28.1	-19.1	-23.6	4.2	-23.6	-28.1	-19.1	"forward only"	"forward only"						
"SUCCt2_2pp"	"succinate transport via proton symport (2 H) (periplasm)"	"(2) h[p] + succ[p] --> (2) h[c] + succ[c]"	"forward only"	"Transport, Inner Membrane"		"b3528"	"(2) h[p] + succ[p] --> (2) h + succ"	"(2) h[p] + succ[p] --> (2) h + succ"	0	0.6	-4.9	5.1	0	1.5	0.6	-4.9	5.1	"reversible"	"reversible"						
"SUCCt2_3pp"	"Succintate transport via proton symport (3 H) (periplasm)"	"(3) h[p] + succ[p] --> (3) h[c] + succ[c]"	"forward only"	"Transport, Inner Membrane"		"( b4123  or  b4138 )"	"(3) h[p] + succ[p] --> (3) h + succ"	"(3) h[p] + succ[p] --> (3) h + succ"	0	-2.6	-8	1.9	0	1.5	-2.6	-8	1.9	"reversible"	"reversible"						
"SUCCt3pp"	"succinate transport out via proton antiport (periplasm)"	"h[p] + succ[c] --> h[c] + succ[p]"	"forward only"	"Transport, Inner Membrane"			"h[p] + succ --> h + succ[p]"	"h[p] + succ --> h + succ[p]"	0	-10.1	-14.6	-4.6	0	1.5	-10.1	-14.6	-4.6	"forward only"	"forward only"						
"SUCCtex"	"succinate transport via diffusion (extracellular to periplasm)"	"succ[e] <==> succ[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"succ[e] <==> succ[p]"	"succ[e] <==> succ[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SUCDi"	"succinate dehydrogenase (irreversible)"	"[c] : q8 + succ --> fum + q8h2"	"forward only"	"Oxidative Phosphorylation"	"1.3.99.1"	"( b0721  and  b0722  and  b0723  and  b0724 )"	"q8 + succ --> fum + q8h2"	"q8 + succ --> fum + q8h2"	-2.1	-2.1	-11.1	6.9	-2.1	7.4	-2.1	-11.1	6.9	"reversible"	"reversible"						
"SUCFUMtpp"	"succinate:fumarate antiporter (periplasm)"	"fum[p] + succ[c] <==> fum[c] + succ[p]"	"reversible"	"Transport, Inner Membrane"		"( b4138  or  b4123  or  b0621 )"	"fum[p] + succ <==> fum + succ[p]"	"fum[p] + succ <==> fum + succ[p]"	0	0	-10	10	0	1.5	0	-10	10	"reversible"	"reversible"						
"SUCOAS"	"succinyl-CoA synthetase (ADP-forming)"	"[c] : atp + coa + succ <==> adp + pi + succoa"	"reversible"	"Citric Acid Cycle"	"6.2.1.5"	"( b0728  and  b0729 )"	"atp + coa + succ <==> adp + pi + succoa"	"atp + coa + succ <==> adp + pi + succoa"	-0.9	-0.9	-14.4	12.7	-1	3.4	-1	-14.6	12.5	"reversible"	"reversible"						
"SUCptspp"	"sucrose transport via PEP:Pyr  (periplasm)"	"pep[c] + sucr[p] --> pyr[c] + suc6p[c]"	"forward only"	"Transport, Inner Membrane"		"( b2417  and  b2429  and  b2415  and  b2416 )"	"pep + sucr[p] --> pyr + suc6p"	"pep + sucr[p] --> pyr + suc6p"	-9.1	-9.1	-19.1	-0.1	-9.1	1.8	-9.1	-19.1	-0.1	"forward only"	"reversible"						
"SUCRtex"	"sucrose transport transport via diffusion (extracellular to periplasm)"	"sucr[e] <==> sucr[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"sucr[e] <==> sucr[p]"	"sucr[e] <==> sucr[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SULabcpp"	"sulfate transport via ABC system (periplasm)"	"atp[c] + h2o[c] + so4[p] --> adp[c] + h[c] + pi[c] + so4[c]"	"forward only"	"Inorganic Ion Transport and Metabolism"		"( ( b2422  and  b2425  and  b2424  and  b2423 )  or  ( b0763  and  b0764  and  b0765 )  or  ( b2422  and  b2424  and  b2423  and  b3917 ) )"	"atp + h2o + so4[p] --> adp + h + pi + so4"	"atp + h2o + so4[p] --> adp + h + pi + so4"	-6.7	-3.8	-16.6	6.9	-6.6	2.2	-3.7	-16.5	7.1	"reversible"	"reversible"						
"SULFACabcpp"	"sulfoacetate transport via ABC system (periplasm)"	"atp[c] + h2o[c] + sulfac[p] --> adp[c] + h[c] + pi[c] + sulfac[c]"	"forward only"	"Transport, Inner Membrane"		"( b0936  and  b0933  and  b0934 )"	"atp + h2o + sulfac[p] --> adp + h + pi + sulfac"	"atp + h2o + sulfac[p] --> adp + h + pi + sulfac"	-6.7	-3.8	-16.6	6.9	-6.6	2.2	-3.7	-16.5	7.1	"reversible"	"reversible"						
"SULFACtex"	"sulfoaceate transport via diffusion (extracellular to periplasm)"	"sulfac[e] <==> sulfac[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"sulfac[e] <==> sulfac[p]"	"sulfac[e] <==> sulfac[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"SULRi"	"sulfite reductase (NADPH2)"	"[c] : (5) h + (3) nadph + so3 --> (3) h2o + h2s + (3) nadp"	"forward only"	"Cysteine Metabolism"	"1.8.2.2"	"( b2763  and  b2764 )"	"(7) h + (3) nadph + so3 --> (3) h2o + h2s + (3) nadp"	"(3) h + (3) nadph + so3 --> (3) h2o + h2s + (3) nadp"	-28	-28	-46.1	-10	-30	10.3	-30	-48.1	-12	"forward only"	"forward only"						
"T2DECAI"	"trans-2-decenoyl-ACP isomerase"	"[c] : tdec2eACP <==> cdec3eACP"	"reversible"	"Cell Envelope Biosynthesis"		"b0954"	"tdec2eACP <==> cdec3eACP"	"tdec2eACP <==> cdec3eACP"	1.5	1.5	-3	6	1.5	0.7	1.5	-3	6	"reversible"	"reversible"						
"TAGURr"	"tagaturonate reductase"	"[c] : altrn + nad <==> h + nadh + tagur"	"reversible"	"Alternate Carbon Metabolism"	"1.1.1.58"	"b1521"	"altrn + nad <==> h + nadh + tagur"	"altrn + nad <==> h + nadh + tagur"	1.9	1.9	-7.1	10.9	2.2	4.8	2.2	-6.8	11.2	"reversible"	"reversible"						
"TALA"	"transaldolase"	"[c] : g3p + s7p <==> e4p + f6p"	"reversible"	"Pentose Phosphate Pathway"	"2.2.1.2"	"( b2464  or  b0008 )"	"g3p + s7p <==> e4p + f6p"	"g3p + s7p <==> e4p + f6p"	-1.7	-1.7	-10.7	7.3	-1.7	3.6	-1.7	-10.7	7.3	"reversible"	"reversible"						
"TARTD"	"L(+)-tartrate dehydratase"	"[c] : tartr-L --> h2o + oaa"	"forward only"	"Alternate Carbon Metabolism"	"4.2.1.32"	"( b3061  and  b3062 )"	"tartr-L --> h2o + oaa"	"tartr-L --> h2o + oaa"	-8.3	-8.3	-12.8	-3.7	-8.3	2	-8.3	-12.8	-3.8	"forward only"	"forward only"						
"TARTRt7pp"	"Tartrate/succinate antiporter (periplasm)"	"succ[c] + tartr-L[p] <==> succ[p] + tartr-L[c]"	"reversible"	"Transport, Inner Membrane"		"b3063"	"succ + tartr-L[p] <==> succ[p] + tartr-L"	"succ + tartr-L[p] <==> succ[p] + tartr-L"	0	0	-10	10	0	1.5	0	-10	10	"reversible"	"reversible"						
"TARTRtex"	"Tartrate transport via diffusion (extracellular to periplasm)"	"tartr-L[e] <==> tartr-L[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"tartr-L[e] <==> tartr-L[p]"	"tartr-L[e] <==> tartr-L[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"TAUDO"	"Taurine dioxygenase"	"[c] : akg + o2 + taur --> aacald + co2 + h + so3 + succ"	"forward only"	"Alternate Carbon Metabolism"	"1.14.11.17"	"b0368"	"akg + o2 + taur --> aacald + co2 + so3 + succ"	"akg + o2 + taur --> aacald + co2 + so3 + succ"	-104.8	-107.3	-132.6	-91	-104.7	3.5	-107.2	-132.6	-91	"forward only"	"forward only"						
"TAURabcpp"	"taurine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + taur[p] --> adp[c] + h[c] + pi[c] + taur[c]"	"forward only"	"Transport, Inner Membrane"		"( b0365  and  b0366  and  b0367 )"	"atp + h2o + taur[p] --> adp + h + pi + taur"	"atp + h2o + taur[p] --> adp + h + pi + taur"	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"						
"TAURtex"	"taurine transport via diffusion (extracellular to periplasm)"	"taur[e] <==> taur[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"taur[e] <==> taur[p]"	"taur[e] <==> taur[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"TCYNTtex"	"Thiocyanate transport via diffusion (extracellular to periplasm)"	"tcynt[e] <==> tcynt[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"tcynt[e] <==> tcynt[p]"	"tcynt[e] <==> tcynt[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"TDECOAI"	"tetradecenoyl-coa cis-trans isomerization"	"[c] : tdecoa --> td2coa"	"forward only"	"Membrane Lipid Metabolism"	"5.3.3.8"	"b3846"	"tdecoa --> td2coa"	"tdecoa --> td2coa"	-1.5	-1.5	-6	3	-1.5	0.7	-1.5	-6	3	"reversible"	"reversible"						
"TDP"	"thiamin pyrophosphatase"	"[c] : h2o + thmpp --> h + pi + thmmp"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"3.6.1.15"	"b1134"	"h2o + thmpp --> h + pi + thmmp"	"h2o + thmpp --> h + pi + thmmp"	-6.7	-10.8	-18	-4.5	-6.5	2.2	-10.6	-17.9	-4.3	"forward only"	"forward only"						
"TDPADGAT"	"dTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase"	"[c] : accoa + dtdp4addg --> coa + dtdp4aaddg + h"	"forward only"	"Cell Envelope Biosynthesis"		"b3790"	"accoa + dtdp4addg --> coa + dtdp4aaddg + h"	"accoa + dtdp4addg --> coa + dtdp4aaddg + h"	-5.5	-5.5	-14.5	3.5	-5.2	3.5	-5.2	-14.2	3.8	"reversible"	"reversible"						
"TDPAGTA"	"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"	"[c] : dtdp4d6dg + glu-L --> akg + dtdp4addg"	"forward only"	"Cell Envelope Biosynthesis"	"2.6.1.33"	"b3791"	"dtdp4d6dg + glu-L --> akg + dtdp4addg"	"dtdp4d6dg + glu-L --> akg + dtdp4addg"	3.8	3.8	-5.2	12.8	3.8	1.4	3.8	-5.2	12.8	"reversible"	"reversible"						
"TDPDRE"	"dTDP-4-dehydrorhamnose 3,5-epimerase"	"[c] : dtdp4d6dg --> dtdp4d6dm"	"forward only"	"Cell Envelope Biosynthesis"	"5.1.3.13"	"b2038"	"dtdp4d6dg --> dtdp4d6dm"	"dtdp4d6dg --> dtdp4d6dm"	0	0	-4.5	4.5	0	1.5	0	-4.5	4.5	"reversible"	"reversible"						
"TDPDRR"	"dTDP-4-dehydrorhamnose reductase"	"[c] : dtdp4d6dm + h + nadph --> dtdprmn + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.1.1.133"	"b2040"	"dtdp4d6dm + (2) h + nadph --> dtdprmn + nadp"	"dtdp4d6dm + h + nadph --> dtdprmn + nadp"	-2.4	-2.4	-11.4	6.7	-2.9	3.2	-2.9	-11.9	6.1	"reversible"	"reversible"						
"TDPGDH"	"dTDPglucose 4,6-dehydratase"	"[c] : dtdpglu --> dtdp4d6dg + h2o"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.46"	"( b3788  or  b2041 )"	"dtdpglu --> dtdp4d6dg + h2o"	"dtdpglu --> dtdp4d6dg + h2o"	-13.8	-13.8	-18.3	-9.3	-13.8	2	-13.8	-18.3	-9.3	"forward only"	"forward only"						
"TDSK"	"Tetraacyldisaccharide 4'kinase"	"[c] : atp + lipidAds --> adp + h + lipidA"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"	"2.7.1.130"	"b0915"	"atp + lipidAds --> adp + lipidA"	"atp + lipidAds --> adp + lipidA"	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"						
"TDSR1"	"thiol:disulfide reductase (DsbC)"	"dsbcox[p] + dsbdrd[c] --> dsbcrd[p] + dsbdox[c]"	"forward only"	"Transport, Inner Membrane"		"( b2893  and  b4136 )"	"dsbcox[p] + dsbdrd --> dsbcrd[p] + dsbdox"	"dsbcox[p] + dsbdrd --> dsbcrd[p] + dsbdox"	0	0	-10	10	0	1.5	0	-10	10	"reversible"	"reversible"						
"TDSR2"	"thiol:disulfide reductase (DsbG)"	"dsbdrd[c] + dsbgox[p] --> dsbdox[c] + dsbgrd[p]"	"forward only"	"Transport, Inner Membrane"		"( b4136  and  b0604 )"	"dsbdrd + dsbgox[p] --> dsbdox + dsbgrd[p]"	"dsbdrd + dsbgox[p] --> dsbdox + dsbgrd[p]"	0	0	-10	10	0	1.5	0	-10	10	"reversible"	"reversible"						
"TGBPA"	"Tagatose-bisphosphate aldolase"	"[c] : tagdp-D <==> dhap + g3p"	"reversible"	"Alternate Carbon Metabolism"	"4.1.2.40"	"( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )"	"tagdp-D <==> dhap + g3p"	"tagdp-D <==> dhap + g3p"	4.2	0.1	-7.2	6.4	4.2	3.5	0.1	-7.2	6.4	"reversible"	"reversible"						
"THD2pp"	"NAD(P) transhydrogenase (periplasm)"	"(2) h[p] + nadh[c] + nadp[c] --> (2) h[c] + nad[c] + nadph[c]"	"forward only"	"Oxidative Phosphorylation"	"1.6.1.1"	"( b1602  and  b1603 )"	"(2) h[p] + nadh + nadp --> (3) h + nad + nadph"	"(2) h[p] + nadh + nadp --> (2) h + nad + nadph"	0	-6.4	-15.4	2.7	0.3	1.5	-6.1	-15.1	2.9	"reversible"	"reversible"						
"THDPS"	"tetrahydrodipicolinate succinylase"	"[c] : h2o + succoa + thdp --> coa + sl2a6o"	"forward only"	"Threonine and Lysine Metabolism"	"2.3.1.117"	"b0166"	"h2o + succoa + thdp --> coa + sl2a6o"	"h2o + succoa + thdp --> coa + sl2a6o"	11.8	11.8	2.7	20.8	11.8	5.2	11.8	2.7	20.8	"reverse only"	"reversible"						
"THIORDXi"	"hydrogen peroxide reductase (thioredoxin)"	"[c] : h2o2 + trdrd --> (2) h2o + trdox"	"forward only"	"Unassigned"		"( ( b2480  and  b2582 )  or  ( b2480  and  b3781 ) )"	"h2o2 + trdrd --> (2) h2o + trdox"	"h2o2 + trdrd --> (2) h2o + trdox"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"						
"THMabcpp"	"thiamine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + thm[p] --> adp[c] + h[c] + pi[c] + thm[c]"	"forward only"	"Transport, Inner Membrane"		"( b0068  and  b0067  and  b0066 )"	"atp + h2o + thm[p] --> adp + h + pi + thm"	"atp + h2o + thm[p] --> adp + h + pi + thm"	-6.7	-14.3	-27	-3.5	-6.6	2.2	-14.2	-26.9	-3.4	"forward only"	"forward only"						
"THMDt2pp"	"thymidine transport in via proton symport (periplasm)"	"h[p] + thymd[p] --> h[c] + thymd[c]"	"forward only"	"Transport, Inner Membrane"		"( b2393  or  b2964 )"	"h[p] + thymd[p] --> h + thymd"	"h[p] + thymd[p] --> h + thymd"	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"						
"THMDt2rpp"	"thymidine transport in via proton symport, reversible (periplasm)"	"h[p] + thymd[p] <==> h[c] + thymd[c]"	"reversible"	"Transport, Inner Membrane"		"b2406"	"h[p] + thymd[p] <==> h + thymd"	"h[p] + thymd[p] <==> h + thymd"	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"						
"THMDtex"	"thymidine transport via diffusion (extracellular to periplasm)"	"thymd[e] <==> thymd[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"thymd[e] <==> thymd[p]"	"thymd[e] <==> thymd[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"THMtex"	"Thiamine transport via diffusion (extracellular to periplasm)"	"thm[e] <==> thm[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"thm[e] <==> thm[p]"	"thm[e] <==> thm[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"THRA2i"	"L-allo-Threonine Aldolase"	"[c] : athr-L --> acald + gly"	"forward only"	"Threonine and Lysine Metabolism"	"4.1.2.5"	"( b2551  or  b0870 )"	"athr-L --> acald + gly"	"athr-L --> acald + gly"	3	-1.1	-8.3	5.2	3	1.8	-1.1	-8.3	5.2	"reversible"	"reversible"						
