"Metabolite Abbreviation"	"Metabolite Name"	"Neutral Formula"	"Charged Formula"	"Charge"	"Compartment"	"KEGG ID"	"CAS Number"	"Alternate Names"
"g3ps[p]"	"Glycerophosphoserine"	"C6H14NO8P"	"C6H13NO8P"	-1	"Periplasm"			
"g6p[p]"	"D-Glucose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Periplasm"	"C00092"	"56-73-5"	"Glucose 6-phosphate/ Robinson ester/ alpha-D-Glucose 6-phosphate"
"gal[p]"	"D-Galactose"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C00124"	"59-23-4"	"alpha-Galactose(D)/ Galactose"
"gal-bD[p]"	"beta D-Galactose"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C01582"	"33419-42-0"	
"gal1p[p]"	"alpha-D-Galactose 1-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Periplasm"	"C00446"	"2255-14-3"	"D-Galactose 1-phosphate/ alpha-D-Galactose 1-phosphate"
"galct-D[p]"	"D-Galactarate"	"C6H10O8"	"C6H8O8"	-2	"Periplasm"	"C00879"	"526-99-8"	"D-Mucic acid/ D-Galactaric acid"
"galctn-D[p]"	"D-Galactonate"	"C6H12O7"	"C6H11O7"	-1	"Periplasm"	"C00880"		"D-Galactonic acid"
"galctn-L[p]"	"L-Galactonate"	"C6H12O7"	"C6H11O7"	-1	"Periplasm"	"C15930"		"L-Galactonic acid"
"galt[p]"	"Galactitol"	"C6H14O6"	"C6H14O6"	0	"Periplasm"	"C01697"	"608-66-2"	"Dulcitol/ Dulcose"
"galur[p]"	"D-Galacturonate"	"C6H10O7"	"C6H9O7"	-1	"Periplasm"	"C00333"	"685-73-4"	"alpha-D-galacturonopyranose/ D-Galacturonic acid"
"gam[p]"	"D-Glucosamine"	"C6H13NO5"	"C6H14NO5"	1	"Periplasm"	"C00329"	"3416-24-8"	"Chitosamine/ 2-Amino-2-deoxy-D-glucose/ GlcN"
"gam6p[p]"	"D-Glucosamine 6-phosphate"	"C6H14NO8P"	"C6H13NO8P"	-1	"Periplasm"	"C00352"	"3616-42-0"	"D-Glucosamine phosphate"
"gbbtn[p]"	"gamma-butyrobetaine"	"C7H15NO2"	"C7H15NO2"	0	"Periplasm"	"C01181"		"Butyrobetaine [MeSH: butyrobetaine]/ gamma-Butyrobetain/ 4-(trimethylammonio)butanoate/ gamma-butyrobetaine [MeSH: gamma-butyrobetaine]/ N-Trimethyl-gamma-aminobutyric acid/ 4-Butyrobetaine/ Deoxycarnitine [MeSH: deoxycarnitine]/ gamma-Butyrobetain [German]/ Actinine/ 4-(N-Trimethylamino)butyrate"
"gdp[p]"	"GDP"	"C10H15N5O11P2"	"C10H12N5O11P2"	-3	"Periplasm"	"C00035"	"146-91-8"	"Guanosine 5'-diphosphate/ Guanosine diphosphate"
"glc-D[p]"	"D-Glucose"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C00031"	"50-99-7"	"alpha-D-Glucose/ beta-D-Glucose/ Grape sugar/ Dextrose/ Glucose"
"glcn[p]"	"D-Gluconate"	"C6H12O7"	"C6H11O7"	-1	"Periplasm"	"C00257"	"526-95-4"	"D-Gluconic acid/ D-Gluco-hexonic acid/ Dextronic Acid"
"glcr[p]"	"D-Glucarate"	"C6H10O8"	"C6H8O8"	-2	"Periplasm"	"C00818"	"87-73-0"	"L-Gularic acid/ D-Glucosaccharic acid/ D-Glucaric acid/ D-Saccharic acid"
"glcur[p]"	"D-Glucuronate"	"C6H10O7"	"C6H9O7"	-1	"Periplasm"	"C00191"		"Glucuronic acid/ Glucuronate/ GlcA"
"glcur1p[p]"	"D-Glucuronate 1-phosphate"	"C6H11O10P"	"C6H8O10P"	-3	"Periplasm"	"C05385"		"GlcA-1P"
"gln-L[p]"	"L-Glutamine"	"C5H10N2O3"	"C5H10N2O3"	0	"Periplasm"	"C00064"	"56-85-9"	"Gln/ L-2-Aminoglutaramic acid"
"glu-L[p]"	"L-Glutamate"	"C5H9NO4"	"C5H8NO4"	-1	"Periplasm"	"C00025"	"56-86-0"	"L-Glutamic acid/ L-Glutaminic acid/ Glu"
"gly[p]"	"Glycine"	"C2H5NO2"	"C2H5NO2"	0	"Periplasm"	"C00037"	"56-40-6"	"Aminoacetic acid/ Gly"
"glyald[p]"	"D-Glyceraldehyde"	"C3H6O3"	"C3H6O3"	0	"Periplasm"	"C00577"	"453-17-8"	"(R)-glyceraldehyde"
"glyb[p]"	"Glycine betaine"	"C5H11NO2"	"C5H11NO2"	0	"Periplasm"	"C00719"	"107-43-7"	"Trimethylaminoacetate/ Betaine"
"glyc[p]"	"Glycerol"	"C3H8O3"	"C3H8O3"	0	"Periplasm"	"C00116"	"56-81-5"	"1,2,3-trihydroxypropane/ 3-propanetriol/ Glycerin"
"glyc-R[p]"	"(R)-Glycerate"	"C3H6O4"	"C3H5O4"	-1	"Periplasm"	"C00258"	"473-81-4"	"D-Glycerate/ Glycerate/ Glyceric acid"
"glyc2p[p]"	"Glycerol 2-phosphate"	"C3H9O6P"	"C3H7O6P"	-2	"Periplasm"	"C02979"	"3249-68-1"	
"glyc3p[p]"	"Glycerol 3-phosphate"	"C3H9O6P"	"C3H7O6P"	-2	"Periplasm"	"C00093"		"Glycerophosphoric acid/ sn-Gro-1-P/ Phosphatidyl glycerol/ sn-Glycerol 3-phosphate"
"glyclt[p]"	"Glycolate"	"C2H4O3"	"C2H3O3"	-1	"Periplasm"	"C00160"	"79-14-1"	"Glycolic acid/ Hydroxyacetic acid"
"gmp[p]"	"GMP"	"C10H14N5O8P"	"C10H12N5O8P"	-2	"Periplasm"	"C00144"	"85-32-5"	"Guanosine 5'-phosphate/ Guanosine monophosphate/ Guanosine 5'-monophosphate/ Guanylic acid"
"gsn[p]"	"Guanosine"	"C10H13N5O5"	"C10H13N5O5"	0	"Periplasm"	"C00387"	"118-00-3"	"rG/ Guanine riboside"
"gthox[p]"	"Oxidized glutathione"	"C20H32N6O12S2"	"C20H30N6O12S2"	-2	"Periplasm"	"C00127"		"L-Glutathione oxidized/ Glutathione disulfide"
"gthrd[p]"	"Reduced glutathione"	"C10H17N3O6S"	"C10H16N3O6S"	-1	"Periplasm"	"C00051"	"70-18-8"	"Glutathione/ 5-L-Glutamyl-L-cysteinylglycine/ N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine/ gamma-L-Glutamyl-L-cysteinyl-glycine"
"gtp[p]"	"GTP"	"C10H16N5O14P3"	"C10H12N5O14P3"	-4	"Periplasm"	"C00044"	01/01/86	"Guanosine 5'-triphosphate"
"gua[p]"	"Guanine"	"C5H5N5O"	"C5H5N5O"	0	"Periplasm"	"C00242"	"73-40-5"	"2-Aminohypoxanthine/ G/ 2-Amino-6-hydroxypurine"
"h[p]"	"H+"	"H"	"H"	1	"Periplasm"	"C00080"	"12408-02-5"	"Proton/ Hydrogen Ion"
"h2[p]"	"H2"	"H2"	"H2"	0	"Periplasm"	"C00282"	"1333-74-0"	"Hydrogen"
"h2o[p]"	"H2O"	"H2O"	"H2O"	0	"Periplasm"	"C00001"	"7732-18-5"	"Water/ Dihydrogen oxide"
"h2o2[p]"	"Hydrogen peroxide"	"H2O2"	"H2O2"	0	"Periplasm"	"C00027"	"7722-84-1"	"peroxide/ hydrogen dioxide/ H2O2"
"h2s[p]"	"Hydrogen sulfide"	"H2S"	"H2S"	0	"Periplasm"	"C00283"		"H2S/ Hydrogen-sulfide/ sulfide"
"hdca[p]"	"Hexadecanoate (n-C16:0)"	"C16H32O2"	"C16H31O2"	-1	"Periplasm"	"C00249"	10/03/57	"palmitate/ Palmitic acid/ Hexadecylic acid/ Cetylic acid/ Hexadecanoic acid"
"hdcea[p]"	"Hexadecenoate (n-C16:1)"	"C16H30O2"	"C16H29O2"	-1	"Periplasm"	"C08362"		"cis-9-Hexadecenoic acid/ Palmitoleic acid/ hexadecenoic acid/ (9Z)-Hexadecenoic acid"
"hg2[p]"	"Hg2+"	"Hg"	"Hg"	2	"Periplasm"	"C00703"		"HHg/ mercury(II)/ mercury"
"his-L[p]"	"L-Histidine"	"C6H9N3O2"	"C6H9N3O2"	0	"Periplasm"	"C00135"	"71-00-1"	"His/ Glyoxaline-5-alanine/ (S)-alpha-Amino-1H-imidazole-4-propionic acid"
"hom-L[p]"	"L-Homoserine"	"C4H9NO3"	"C4H9NO3"	0	"Periplasm"	"C00263"	"672-15-1"	"2-Amino-4-hydroxybutyric acid"
"hxa[p]"	"Hexanoate (n-C6:0)"	"C6H12O2"	"C6H11O2"	-1	"Periplasm"	"C01585"	"142-62-1"	"Hexylic acid/ Hexanoic acid/ n-Caproic acid"
"hxan[p]"	"Hypoxanthine"	"C5H4N4O"	"C5H4N4O"	0	"Periplasm"	"C00262"	"68-94-0"	"1,7-Dihydro-6H-purin-6-one/ Purine-6-ol/ 6-Hydroxypurine"
"idon-L[p]"	"L-Idonate"	"C6H12O7"	"C6H11O7"	-1	"Periplasm"	"C00770"	"1114-17-6"	
"ile-L[p]"	"L-Isoleucine"	"C6H13NO2"	"C6H13NO2"	0	"Periplasm"	"C00407"	"73-32-5"	"2-Amino-3-methylvaleric acid/ Ile"
"imp[p]"	"IMP"	"C10H13N4O8P"	"C10H11N4O8P"	-2	"Periplasm"	"C00130"	"131-99-7"	"Inosinic acid/ Inosine monophosphate/ Inosine 5'-monophosphate/ Inosine 5'-phosphate/ 5'-Inosinate/ 5'-Inosinic acid/ 5'-Inosine monophosphate"
"indole[p]"	"Indole"	"C8H7N"	"C8H7N"	0	"Periplasm"	"C00463"	"120-72-9"	"2,3-Benzopyrrole"
"inost[p]"	"myo-Inositol"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C00137"	"87-89-8"	"D-myo-Inositol/ 1D-myo-Inositol/ L-myo-Inositol/ 1L-myo-Inositol/ meso-Inositol/ Inositol/ Dambose/ Cyclohexitol/ Meat sugar/ Bios I"
"ins[p]"	"Inosine"	"C10H12N4O5"	"C10H12N4O5"	0	"Periplasm"	"C00294"	"58-63-9"	"Hypoxanthine ribonucleoside"
"isetac[p]"	"Isethionic acid"	"C2H6O4S"	"C2H5O4S"	-1	"Periplasm"	"C05123"	"107-36-8"	"2-Hydroxyethanesulfonate/ 2-Hydroxyethanesulfonic acid/ 2-Hydroxyethane-1-sulfonic acid/ Isethionate"
"k[p]"	"potassium"	"K"	"K"	1	"Periplasm"	"C00238"		"Potassium/ K+"
"kdo2lipid4[p]"	"KDO(2)-lipid IV(A)"	"C84H154N2O37P2"	"C84H148N2O37P2"	-6	"Periplasm"	"C06025"		
"lac-D[p]"	"D-Lactate"	"C3H6O3"	"C3H5O3"	-1	"Periplasm"	"C00256"	"10326-41-7"	"(R)-Lactate/ D-Lactic acid/ D-2-Hydroxypropanoic acid/ D-2-Hydroxypropionic acid"
"lac-L[p]"	"L-Lactate"	"C3H6O3"	"C3H5O3"	-1	"Periplasm"	"C00186"	"79-33-4"	"Hydroxypropionic acid/ (S)-Lactate/ L-Lactic acid"
"lcts[p]"	"Lactose"	"C12H22O11"	"C12H22O11"	0	"Periplasm"	"C00243"	"63-42-3"	"lactobiose/ 1-beta-D-Galactopyranosyl-4-alpha-D-glucopyranose/ Milk sugar"
"leu-L[p]"	"L-Leucine"	"C6H13NO2"	"C6H13NO2"	0	"Periplasm"	"C00123"	"61-90-5"	"2-amino-4-methylvaleric acid/ Leu"
"lipa[p]"	"KDO(2)-lipid (A)"	"C110H202N2O39P2"	"C110H196N2O39P2"	-6	"Periplasm"	"C06026"		"Di[3-deoxy-D-manno-octulosonyl]-lipid A/ KDO2-lipid (A)"
"lipa_cold[p]"	"cold adapted KDO(2)-lipid (A)"	"C114H208N2O39P2"	"C114H202N2O39P2"	-6	"Periplasm"			"cold adapted lipid A"
"lipoate[p]"	"Lipoate"	"C8H14O2S2"	"C8H14O2S2"	0	"Periplasm"	"C00725"		
"lpp[p]"	"lipoprotein"	"XC16H30O1"	"XC16H30O1"	0	"Periplasm"	"C01834"		
"lys-L[p]"	"L-Lysine"	"C6H14N2O2"	"C6H15N2O2"	1	"Periplasm"	"C00047"	"56-87-1"	"Lys/ 2,6-diaminohexanoic acid/ Lysine acid"
"lyx-L[p]"	"L-Lyxose"	"C5H10O5"	"C5H10O5"	0	"Periplasm"	"C01508"	"1949-78-6"	"L-Lyxose"
"mal-D[p]"	"D-Malate"	"C4H6O5"	"C4H4O5"	-2	"Periplasm"	"C00497"	"636-61-3"	"D-Hydroxysuccinic acid/ (R)-Malate/ D-Malic acid"
"mal-L[p]"	"L-Malate"	"C4H6O5"	"C4H4O5"	-2	"Periplasm"	"C00149"	"97-67-6"	"(S)-Malate/ L-Apple acid/ L-Malic acid/ L-2-Hydroxybutanedioic acid/ Malate"
"malt[p]"	"Maltose"	"C12H22O11"	"C12H22O11"	0	"Periplasm"	"C00208"	"69-79-4"	"Malt sugar/ 1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose"
"malthx[p]"	"Maltohexaose"	"C36H62O31"	"C36H62O31"	0	"Periplasm"	"C01936"	"34620-77-4"	"Maltohexaose"
"maltpt[p]"	"Maltopentaose"	"C30H52O26"	"C30H52O26"	0	"Periplasm"			
"malttr[p]"	"Maltotriose"	"C18H32O16"	"C18H32O16"	0	"Periplasm"	"C01835"	"1109-28-0"	"Maltotriose/ Amylotriose"
"maltttr[p]"	"Maltotetraose"	"C24H42O21"	"C24H42O21"	0	"Periplasm"	"C02052"	"34612-38-9"	"Maltotetraose"
"man[p]"	"D-Mannose"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C00159"	"3458-28-4"	"Mannose/ Seminose/ Carubinose"
"man6p[p]"	"D-Mannose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Periplasm"	"C00275"		
"manglyc[p]"	"2(alpha-D-Mannosyl)-D-glycerate"	"C9H16O9"	"C9H15O9"	-1	"Periplasm"	"C11544"		"2-O-alpha-mannosyl-D-glycerate/ alpha-Mannosylglycerate"
"melib[p]"	"Melibiose"	"C12H22O11"	"C12H22O11"	0	"Periplasm"	"C05402"	"585-99-9"	"6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose"
"meoh[p]"	"Methanol"	"CH4O1"	"CH4O1"	0	"Periplasm"	"C00132"	"67-56-1"	"Methyl alcohol"
"met-D[p]"	"D-Methionine"	"C5H11NO2S"	"C5H10NO2S"	0	"Periplasm"	"C00855"	"348-67-4"	"D-2-Amino-4-(methylthio)butyric acid"
"met-L[p]"	"L-Methionine"	"C5H11NO2S"	"C5H11NO2S"	0	"Periplasm"	"C00073"	"63-68-3"	"Met/ L-2-Amino-4methylthiobutyric acid"
"metsox-R-L[p]"	"L-methionine-R-sulfoxide"	"C5H11NO3S"	"C5H11NO3S"	0	"Periplasm"	"C15998"		
"metsox-S-L[p]"	"L-Methionine Sulfoxide"	"C5H11NO3S"	"C5H11NO3S"	0	"Periplasm"	"C02989"		"L-methionine-S-sulfoxide/ L-methionine S-oxide/ methionine sulfoxide"
"mg2[p]"	"magnesium"	"Mg"	"Mg"	2	"Periplasm"	"C00305"		"Mg"
"mincyc[p]"	"minocycline"	"C23H27N3O7"	"C23H27N3O7"	0	"Periplasm"	"C07225"	"10118-90-8"	
"minohp[p]"	"myo-Inositol hexakisphosphate"	"C6H18O24P6"	"C6H6O24P6"	-12	"Periplasm"	"C01204"		"Inositol 1,2,3,4,5,6-hexakisphosphate/ D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate/ Phytic acid/ Phytate/ myo-Inositol 1,2,3,4,5,6-hexakisphosphate/ 1D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate"
"mmet[p]"	"S-Methyl-L-methionine"	"C6H13NO2S"	"C6H14NO2S"	1	"Periplasm"	"C03172"		
"mn2[p]"	"Mn2+"	"Mn"	"Mn"	2	"Periplasm"	"C00034"		"Manganese dication/ Manganese/ Mn(II)"
"mnl[p]"	"D-Mannitol"	"C6H14O6"	"C6H14O6"	0	"Periplasm"	"C00392"	"69-65-8"	
"mobd[p]"	"Molybdate"	"H2MoO4"	"MoO4"	-2	"Periplasm"	"C06232"		
"mso3[p]"	"methanesulfonate"	"CH4O3S"	"CH3O3S"	-1	"Periplasm"	"C11145"		"MethaneSulfonic Acid"
"murein3p3p[p]"	"two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"	"C68H108N12O38"	"C68H104N12O38"	-4	"Periplasm"			
"murein3px3p[p]"	"two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)"	"C68H106N12O37"	"C68H102N12O37"	-4	"Periplasm"			
"murein3px4p[p]"	"two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"	"C71H111N13O38"	"C71H107N13O38"	-4	"Periplasm"			
"murein4p3p[p]"	"two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)"	"C71H113N13O39"	"C71H109N13O39"	-4	"Periplasm"			
"murein4p4p[p]"	"two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"	"C74H118N14O40"	"C74H114N14O40"	-4	"Periplasm"			
"murein4px4p[p]"	"two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"	"C74H116N14O39"	"C74H112N14O39"	-4	"Periplasm"			
"murein4px4p4p[p]"	"three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"	"C111H175N21O59"	"C111H169N21O59"	-6	"Periplasm"			
"murein4px4px4p[p]"	"three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"	"C111H173N21O58"	"C111H167N21O58"	-6	"Periplasm"			
"murein5p3p[p]"	"two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)"	"C74H118N14O40"	"C74H114N14O40"	-4	"Periplasm"			
"murein5p4p[p]"	"two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"	"C77H123N15O41"	"C77H119N15O41"	-4	"Periplasm"			
"murein5p5p[p]"	"two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"	"C80H128N16O42"	"C80H124N16O42"	-4	"Periplasm"			"GlcNac-MurNac-pentapeptide (x2)/ [GlcNac-MurNac-pentapeptide(beta1->4)GlcNac-MurNac-pentapeptide] unit"
"murein5p5p5p[p]"	"three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"	"C120H192N24O63"	"C120H186N24O63"	-6	"Periplasm"			"GlcNac-MurNac-pentapeptide (x3)/ [GlcNac-MurNac-pentapeptide(beta1->4)GlcNac-MurNac-pentapeptide(beta1->4)GlcNac-MurNac-pentapeptide] unit"
"murein5px3p[p]"	"two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)"	"C74H116N14O39"	"C74H112N14O39"	-4	"Periplasm"			
"murein5px4p[p]"	"two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"	"C77H121N15O40"	"C77H117N15O40"	-4	"Periplasm"			
"murein5px4px4p[p]"	"three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)"	"C114H178N22O59"	"C114H172N22O59"	-6	"Periplasm"			
"n2o[p]"	"Nitrous oxide"	"N2O"	"N2O"	0	"Periplasm"	"C00887"	"10024-97-2"	"Dinitrogen monoxide/ Dinitrogen oxide"
"na1[p]"	"Sodium"	"Na"	"Na"	1	"Periplasm"	"C01330"	"7440-23-5"	"Natrium/ Na"
"nac[p]"	"Nicotinate"	"C6H5NO2"	"C6H4NO2"	-1	"Periplasm"	"C00253"	"59-67-6"	"Niacin/ Nicotinic acid/ 3-Pyridinecarboxylic acid"
"nh4[p]"	"Ammonium"	"H3N"	"H4N"	1	"Periplasm"	"C01342"	"14798-03-9"	"NH3"
"ni2[p]"	"nickel"	"Ni"	"Ni"	2	"Periplasm"	"C00291"		"Nickel/ Ni2+"
"nmn[p]"	"NMN"	"C11H15N2O8P"	"C11H14N2O8P"	-1	"Periplasm"	"C00455"	"1094-61-7"	"Nicotinamide D-ribonucleotide/ Nicotinamide mononucleotide/ Nicotinamide ribonucleotide"
"no[p]"	"Nitric oxide"	"NO"	"NO"	0	"Periplasm"	"C00533"	"10102-43-9"	"NO/ Nitrogen monoxide"
"no2[p]"	"Nitrite"	"HNO2"	"NO2"	-1	"Periplasm"	"C00088"	"7697-37-2"	"Nitric acid"
"no3[p]"	"Nitrate"	"HNO3"	"NO3"	-1	"Periplasm"	"C00244"		"Nitric acid"
"novbcn[p]"	"novobiocin"	"C31H36N2O11"	"C31H36N2O11"	0	"Periplasm"	"C05080"	"303-81-1"	
"o16a2und[p]"	"(O16 antigen)x2 undecaprenyl diphosphate"	"C123H202N2O57P2"	"C123H200N2O57P2"	-2	"Periplasm"			
"o16a3und[p]"	"(O16 antigen)x3 undecaprenyl diphosphate"	"C157H257N3O82P2"	"C157H255N3O82P2"	-2	"Periplasm"			
"o16a4colipa[p]"	"(O16 antigen)x4 core oligosaccharide lipid A"	"C312H534N6O200P4"	"C312H523N6O200P4"	-11	"Periplasm"			
"o16a4und[p]"	"(O16 antigen)x4 undecaprenyl diphosphate"	"C191H312N4O107P2"	"C191H310N4O107P2"	-2	"Periplasm"			
"o16aund[p]"	"O16 antigen undecaprenyl diphosphate"	"C89H147N1O32P2"	"C89H145N1O32P2"	-2	"Periplasm"			"ggfgaragund"
"o2[p]"	"O2"	"O2"	"O2"	0	"Periplasm"	"C00007"	"7782-44-7"	"Oxygen/ dioxygen"
"o2s[p]"	"Superoxide anion"	"O2"	"O2"	-1	"Periplasm"	"C00704"		"O2.-/ o2-/ O2 free radical"
"ocdca[p]"	"octadecanoate (n-C18:0)"	"C18H36O2"	"C18H35O2"	-1	"Periplasm"	"C01530"	11/04/57	"Stearate/ Stearic acid/ Octadecanoic acid"
"ocdcea[p]"	"octadecenoate (n-C18:1)"	"C18H34O2"	"C18H33O2"	-1	"Periplasm"			"Oleic acid/ octadecenoic acid/ oleate/ (9Z)-Octadecenoic acid/ (Z)-Octadec-9-enoic acid"
"octa[p]"	"octanoate (n-C8:0)"	"C8H16O2"	"C8H15O2"	-1	"Periplasm"	"C06423"	07/02/24	"Caprylic acid/ Octanoic acid/ Octylic acid"
"orn[p]"	"Ornithine"	"C5H12N2O2"	"C5H13N2O2"	1	"Periplasm"	"C01602"	"70-26-8"	"2,5-Diaminovaleric acid/ 2,5-Diaminopentanoic acid/ 2,5-Diaminopentanoate/ L-Ornithine"
"orot[p]"	"Orotate"	"C5H4N2O4"	"C5H3N2O4"	-1	"Periplasm"	"C00295"	"65-86-1"	"Orotic acid/ Uracil-6-carboxylic acid"
"pa120[p]"	"1,2-didodecanoyl-sn-glycerol 3-phosphate"	"C27H53O8P1"	"C27H51O8P1"	-2	"Periplasm"	"C00416"		"Phosphatidate/ Phosphatidic acid/ 1,2-Diacyl-sn-glycerol 3-phosphate/ 3-sn-Phosphatidate"
"pa140[p]"	"1,2-ditetradecanoyl-sn-glycerol 3-phosphate"	"C31H61O8P1"	"C31H59O8P1"	-2	"Periplasm"	"C00416"		"Phosphatidic acid/ Phosphatidate/ 3-sn-Phosphatidate/ 1,2-Diacyl-sn-glycerol 3-phosphate"
"pa141[p]"	"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate"	"C31H57O8P1"	"C31H55O8P1"	-2	"Periplasm"	"C00416"		"Phosphatidate/ Phosphatidic acid/ 1,2-Diacyl-sn-glycerol 3-phosphate/ 3-sn-Phosphatidate"
"pa160[p]"	"1,2-dihexadecanoyl-sn-glycerol 3-phosphate"	"C35H69O8P1"	"C35H67O8P1"	-2	"Periplasm"	"C00416"		"1,2-Diacyl-sn-glycerol 3-phosphate/ Phosphatidate/ Phosphatidic acid/ 3-sn-Phosphatidate"
"pa161[p]"	"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate"	"C35H67O8P1"	"C35H63O8P1"	-2	"Periplasm"	"C00416"		"Phosphatidate/ 1,2-Diacyl-sn-glycerol 3-phosphate/ 3-sn-Phosphatidate/ Phosphatidic acid"
"pa180[p]"	"1,2-dioctadecanoyl-sn-glycerol 3-phosphate"	"C39H77O8P1"	"C39H75O8P1"	-2	"Periplasm"	"C00416"		"Phosphatidate/ 1,2-Diacyl-sn-glycerol 3-phosphate/ 3-sn-Phosphatidate/ Phosphatidic acid"
"pa181[p]"	"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate"	"C39H73O8P1"	"C39H71O8P1"	-2	"Periplasm"	"C00416"		"1,2-Diacyl-sn-glycerol 3-phosphate/ Phosphatidate/ Phosphatidic acid/ 3-sn-Phosphatidate"
"pacald[p]"	"Phenylacetaldehyde"	"C8H8O"	"C8H8O"	0	"Periplasm"	"C00601"	"122-78-1"	"alpha-Tolualdehyde"
"pe120[p]"	"phosphatidylethanolamine (didodecanoyl, n-C12:0)"	"C29H58N1O8P1"	"C29H58N1O8P1"	0	"Periplasm"	"C00350"		"Cephalin/ (3-Phosphatidyl)ethanolamine/ (3-Phosphatidyl)-ethanolamine"
"pe140[p]"	"phosphatidylethanolamine (ditetradecanoyl, n-C14:0)"	"C33H66N1O8P1"	"C33H66N1O8P1"	0	"Periplasm"	"C00350"		"(3-Phosphatidyl)ethanolamine/ Cephalin/ (3-Phosphatidyl)-ethanolamine"
"pe141[p]"	"phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)"	"C33H62N1O8P1"	"C33H62N1O8P1"	0	"Periplasm"	"C00350"		"(3-Phosphatidyl)ethanolamine/ (3-Phosphatidyl)-ethanolamine/ Cephalin"
"pe160[p]"	"phosphatidylethanolamine (dihexadecanoyl, n-C16:0)"	"C37H74N1O8P1"	"C37H74N1O8P1"	0	"Periplasm"	"C00350"		"Cephalin/ (3-Phosphatidyl)-ethanolamine/ (3-Phosphatidyl)ethanolamine"
"pe161[p]"	"phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)"	"C37H70N1O8P1"	"C37H70N1O8P1"	0	"Periplasm"	"C00350"		"(3-Phosphatidyl)ethanolamine/ (3-Phosphatidyl)-ethanolamine/ Cephalin"
"pe180[p]"	"phosphatidylethanolamine (dioctadecanoyl, n-C18:0)"	"C41H82N1O8P1"	"C41H82N1O8P1"	0	"Periplasm"	"C00350"		"Cephalin/ (3-Phosphatidyl)-ethanolamine/ (3-Phosphatidyl)ethanolamine"
"pe181[p]"	"phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)"	"C41H78N1O8P1"	"C41H78N1O8P1"	0	"Periplasm"	"C00350"		"(3-Phosphatidyl)-ethanolamine/ (3-Phosphatidyl)ethanolamine/ Cephalin"
"peamn[p]"	"Phenethylamine"	"C8H11N"	"C8H12N"	1	"Periplasm"	"C05332"	"64-04-0"	"Phenethylamine/ 2-Phenylethylamine/ beta-Phenylethylamine/ Phenylethylamine"
"pg120[p]"	"Phosphatidylglycerol (didodecanoyl, n-C12:0)"	"C30H59O10P1"	"C30H58O10P1"	-1	"Periplasm"	"C00344"		"Phosphatidylglycerol/ 3-(3-sn-Phosphatidyl)glycerol/ 3(3-Phosphatidyl-)glycerol/ PtdGro"
"pg140[p]"	"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)"	"C34H67O10P1"	"C34H66O10P1"	-1	"Periplasm"	"C00344"		"3(3-Phosphatidyl-)glycerol/ PtdGro/ 3-(3-sn-Phosphatidyl)glycerol/ Phosphatidylglycerol"
