"Reactions"	"Object ID"	"EC-Number"	"Enzymatic-Reaction"
TRYPTOPHAN--TRNA-LIGASE-RXN	"TRYPTOPHAN--TRNA-LIGASE-RXN"	EC-6.1.1.2	TRPS-ENZRXN
TRYPTOPHAN-RXN	"TRYPTOPHAN-RXN"	EC-4.1.99.1	TRYPTOPHAN-ENZRXN
RXN0-287	"RXN0-287"		
TRANS-RXN-76	"TRANS-RXN-76"		TRANS-ENZRXN-56B // TRANS-ENZRXN-76 // TRANS-ENZRXN-78
TYROSINE-AMINOTRANSFERASE-RXN	"TYROSINE-AMINOTRANSFERASE-RXN"	EC-2.6.1.57 // EC-2.6.1.5	ENZRXN0-7332 // TYRAMINOTRANS-ENZRXN
RXN-8487	"RXN-8487"		
TRANS-RXN-77	"TRANS-RXN-77"		TRANS-ENZRXN-77 // TRANS-ENZRXN-56A
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	"BRANCHED-CHAINAMINOTRANSFERVAL-RXN"	EC-2.6.1.42	BRANCHED-CHAINAMINOTRANSFERVAL-ENZRXN
TRANS-RXN0-269	"TRANS-RXN0-269"		ENZRXN0-6522
TRANS-RXN-282	"TRANS-RXN-282"		ENZRXN0-8065
LYXK-RXN	"LYXK-RXN"	EC-2.7.1.53	LYXK-ENZRXN
R167-RXN	"R167-RXN"		
TRANS-RXN0-568	"TRANS-RXN0-568"		
BETAGALACTOSID-RXN	"BETAGALACTOSID-RXN"	EC-3.2.1.108 // EC-3.2.1.23	BETAGALACTOSID-ENZRXN
RXN-17726	"RXN-17726"	EC-3.2.1	ENZRXN0-8150
RXN0-7215	"RXN0-7215"		ENZRXN0-8145
TRANS-RXN0-513	"TRANS-RXN0-513"	EC-3.6.3	ENZRXN0-8080
TRANS-RXN-292	"TRANS-RXN-292"		ENZRXN0-8085
TRANS-RXN-94B	"TRANS-RXN-94B"		ENZRXN0-7573
TETRAACYLDISACC4KIN-RXN	"TETRAACYLDISACC4KIN-RXN"	EC-2.7.1.130	TETRAACYLDISACC4KIN-ENZRXN
RXN0-5383	"RXN0-5383"	EC-2.7.4.29	ENZRXN0-6536
TRANS-RXN-236	"TRANS-RXN-236"	EC-3.6.3	ENZRXN0-7640
RXN0-5294	"RXN0-5294"		ENZRXN0-6441
LIPIDADISACCHARIDESYNTH-RXN	"LIPIDADISACCHARIDESYNTH-RXN"	EC-2.4.1.182	ENZRXN0-6248
RXN0-5372	"RXN0-5372"		
RXN0-261	"RXN0-261"		
RXN0-7079	"RXN0-7079"		ENZRXN0-7799
TRANS-RXN-277	"TRANS-RXN-277"		ENZRXN0-8010 // ENZRXN0-8006
R166-RXN	"R166-RXN"		
RXN-14283	"RXN-14283"	EC-3.2.1.20	ENZRXN0-7677
RXN-14286	"RXN-14286"	EC-2.4.1.1	ENZRXN0-7680
RXN-14261	"RXN-14261"	EC-2.4.1.25	ENZRXN0-7674
RXN-14282	"RXN-14282"	EC-3.2.1.20	ENZRXN0-7676
RXN-14285	"RXN-14285"	EC-2.4.1.1	ENZRXN0-7679
RXN-14260	"RXN-14260"	EC-2.4.1.25	ENZRXN0-7673
RXN-14281	"RXN-14281"	EC-3.2.1.20	ENZRXN0-7675
RXN-14284	"RXN-14284"	EC-2.4.1.1	ENZRXN0-7678
MALTACETYLTRAN-RXN	"MALTACETYLTRAN-RXN"	EC-2.3.1.79	MALTACETYLTRAN-ENZRXN
MALTODEG-RXN	"MALTODEG-RXN"		AMYLOMALT-ENZRXN
RXN0-1741	"RXN0-1741"		ENZRXN0-6501
TRANS-RXN0-575	"TRANS-RXN0-575"		ENZRXN0-7804
ABC-16-RXN	"ABC-16-RXN"	EC-3.6.3.19	ABC-16-ENZRXN
AMYLOMALT-RXN	"AMYLOMALT-RXN"	EC-2.4.1.25	AMYLOMALT-ENZRXN
RXN0-5182	"RXN0-5182"	EC-2.4.1.1	MALDEXPHOSPHORYL-ENZRXN
TRANS-RXN0-504	"TRANS-RXN0-504"	EC-3.6.3.19	ENZRXN0-7544
RXN0-5183	"RXN0-5183"	EC-3.2.1.20	MALTODEXGLUCOSID-ENZRXN
TRANS-RXN0-503	"TRANS-RXN0-503"	EC-3.6.3.19	ENZRXN0-7543
RXN0-290	"RXN0-290"		
RXN-17754	"RXN-17754"		ENZRXN0-8165
RXN-17755	"RXN-17755"		ENZRXN0-8168 // ENZRXN0-8167
ALPHAGALACTOSID-RXN	"ALPHAGALACTOSID-RXN"	EC-3.2.1.22	ALPHAGALACTOSID-ENZRXN
TRANS-RXN-94	"TRANS-RXN-94"		ENZRXN0-7581 // TRANS-ENZRXN-94
RXN0-294	"RXN0-294"		
NADH-DEHYDROGENASE-QUINONE-RXN	"NADH-DEHYDROGENASE-QUINONE-RXN"	EC-1.6.5.11	ENZRXN0-4721
DIAMINOPIMDECARB-RXN	"DIAMINOPIMDECARB-RXN"	EC-4.1.1.20	DIAMINOPIMDECARB-ENZRXN
UDP-NACMURALGLDAPLIG-RXN	"UDP-NACMURALGLDAPLIG-RXN"	EC-6.3.2.13	UDP-NACMURALGLDAPLIG-ENZRXN
TRANS-RXN-291	"TRANS-RXN-291"	EC-3.6.3	ENZRXN0-8082
TRANS-RXN0-526	"TRANS-RXN0-526"		
TRANS-RXN0-459	"TRANS-RXN0-459"		
TRANS-RXN0-583	"TRANS-RXN0-583"		ENZRXN0-7836
RXN0-6994	"RXN0-6994"	EC-3.2.1.86	ENZRXN0-7566
TRANS-RXN0-518	"TRANS-RXN0-518"		ENZRXN0-7563
RXN0-5375	"RXN0-5375"	EC-1.7.1	ENZRXN0-6532
TRANS-RXN0-519	"TRANS-RXN0-519"		ENZRXN0-7568
TRANS-RXN0-541	"TRANS-RXN0-541"		ENZRXN0-7637
TRANS-RXN0-520	"TRANS-RXN0-520"		ENZRXN0-7569
RXN0-2921	"RXN0-2921"	EC-6.3.2.17	ENZRXN0-4061
RXN-17629	"RXN-17629"		
RXN-17633	"RXN-17633"		
RXN-17631	"RXN-17631"		
RXN0-5213	"RXN0-5213"	EC-1.1.1	ENZRXN0-6240
RXN0-4281	"RXN0-4281"	EC-1.1.1	ENZRXN0-7982 // ENZRXN0-5704 // ENZRXN0-5703 // ENZRXN0-5702 // ENZRXN0-5701
RXN0-6732	"RXN0-6732"	EC-2.7.8.37	ENZRXN0-7494
RXN0-7071	"RXN0-7071"		
RXN0-7069	"RXN0-7069"		
RXN0-5501	"RXN0-5501"		
TRANS-RXN-141	"TRANS-RXN-141"		TRANS-ENZRXN-141
TRANS-RXN-250	"TRANS-RXN-250"	EC-3.6.3.2	ENZRXN0-8375
RXN0-2841	"RXN0-2841"		
TRANS-RXN0-487	"TRANS-RXN0-487"		ENZRXN0-7481
RXN0-16	"RXN0-16"		ENZRXN0-17
TRANS-RXN-241	"TRANS-RXN-241"		TRANS-ENZRXN-211
RXN0-5382	"RXN0-5382"		
RXN0-7	"RXN0-7"		
RXN-8348	"RXN-8348"	EC-2.10.1.1	ENZRXN-15057
RXN-16457	"RXN-16457"		ENZRXN-23640
RXN0-5463	"RXN0-5463"		
RXN0-5464	"RXN0-5464"		
RXN0-4761	"RXN0-4761"		
RXN0-5401	"RXN0-5401"		ENZRXN0-6557 // ENZRXN0-6556 // ENZRXN0-6555
RXN0-5465	"RXN0-5465"		
RXN0-6436	"RXN0-6436"		
RXN0-6525	"RXN0-6525"	EC-3.1.13.1	ENZRXN0-7394
RXN-17021	"RXN-17021"	EC-2.3.1.51	
RXN0-5413	"RXN0-5413"	EC-2.4.1	ENZRXN0-7644
RXN-11313	"RXN-11313"	EC-3.5.1.105	ENZRXN0-7597
RXN0-7001	"RXN0-7001"	EC-3.5.1.105	ENZRXN0-7598
TRANS-RXN0-445	"TRANS-RXN0-445"		ENZRXN0-7333
TRANS-RXN0-449	"TRANS-RXN0-449"		
RXN0-5040	"RXN0-5040"	EC-3.5.1	ENZRXN0-6159
TRANS-RXN0-452	"TRANS-RXN0-452"		ENZRXN0-7351
PRAISOM-RXN	"PRAISOM-RXN"	EC-5.3.1.24	PRAISOM-ENZRXN
PRTRANS-RXN	"PRTRANS-RXN"	EC-2.4.2.18	ENZRXN0-6543
NAG1P-URIDYLTRANS-RXN	"NAG1P-URIDYLTRANS-RXN"	EC-2.7.7.23	NAG1P-URIDYLTRANS-ENZRXN
UDPMANACATRANS-RXN	"UDPMANACATRANS-RXN"	EC-2.4.1.180	UDPMANACATRANS-ENZRXN
RXN0-5329	"RXN0-5329"	EC-5.1.3.24	ENZRXN0-6504
RXN0-5226	"RXN0-5226"	EC-3.2.1.52	ENZRXN0-6373
TRANS-RXN0-258	"TRANS-RXN0-258"		ENZRXN0-6478
FUC4NACTRANS-RXN	"FUC4NACTRANS-RXN"	EC-2.4.1.325	ENZRXN0-1841
RXN-15313	"RXN-15313"	EC-4.1.3.3	ENZRXN-22535
RXN-15315	"RXN-15315"		ENZRXN-22537
RXN-15314	"RXN-15314"		ENZRXN-22536
N-ACETYLGLUCOSAMINE-KINASE-RXN	"N-ACETYLGLUCOSAMINE-KINASE-RXN"	EC-2.7.1.59	ENZRXN0-5681
NAG6PDEACET-RXN	"NAG6PDEACET-RXN"	EC-3.5.1.25	NAG6PDEACET-ENZRXN
RXN0-4661	"RXN0-4661"		
NANK-RXN	"NANK-RXN"	EC-2.7.1.60	NANK-ENZRXN
NANE-RXN	"NANE-RXN"	EC-5.1.3.9	NANE-ENZRXN
TRANS-RXN0-446	"TRANS-RXN0-446"		ENZRXN0-7334
RXN0-4641	"RXN0-4641"	EC-4.2.1.126	ENZRXN0-5921
RXN0-17	"RXN0-17"	EC-2.7.1.192	ENZRXN0-18
TRANS-RXN0-510	"TRANS-RXN0-510"		ENZRXN0-7555
ACETYLGLUTKIN-RXN	"ACETYLGLUTKIN-RXN"	EC-2.7.2.8	ACETYLGLUTKIN-ENZRXN
N-ACETYLGLUTPREDUCT-RXN	"N-ACETYLGLUTPREDUCT-RXN"	EC-1.2.1.38	N-ACETYLGLUTPREDUCT-ENZRXN
ACETYLORNTRANSAM-RXN	"ACETYLORNTRANSAM-RXN"	EC-2.6.1.11	ENZRXN0-7904 // ACETYLORNTRANSAM2-ENZRXN // ACETYLORNTRANSAM-ENZRXN
ACETYLORNDEACET-RXN	"ACETYLORNDEACET-RXN"	EC-3.5.1.16	ACETYLORNDEACET-ENZRXN
RXN-19256	"RXN-19256"	EC-3.4.16.4	ENZRXN0-8401
ACNEULY-RXN	"ACNEULY-RXN"	EC-4.1.3.3	ACNEULY-ENZRXN
RXN0-4721	"RXN0-4721"		
RXN0-0	"RXN0-0"		ENZRXN0-2
TRANS-RXN-25	"TRANS-RXN-25"		TRANS-ENZRXN-25
RXN0-5101	"RXN0-5101"	EC-1.3.1	ENZRXN0-6205
TRANS-RXN-355	"TRANS-RXN-355"		ENZRXN0-8443
RXN0-301	"RXN0-301"	EC-1.5.3.2	SARCOX-ENZRXN
RXN0-7002	"RXN0-7002"	EC-3.2.1.86	ENZRXN0-7599
SUCCDIAMINOPIMDESUCC-RXN	"SUCCDIAMINOPIMDESUCC-RXN"	EC-3.5.1.18	SUCCDIAMINOPIMDESUCC-ENZRXN
GARTRANSFORMYL2-RXN	"GARTRANSFORMYL2-RXN"	EC-2.1.2	GARTRANSFORMYL2-ENZRXN
RXN0-984	"RXN0-984"	EC-1.14.11.33	
SUCCARGDIHYDRO-RXN	"SUCCARGDIHYDRO-RXN"	EC-3.5.3.23	SUCCARGDIHYDRO-ENZRXN
SUCCGLUALDDEHYD-RXN	"SUCCGLUALDDEHYD-RXN"	EC-1.2.1.71	SUCCGLUALDDEHYD-ENZRXN
SUCCORNTRANSAM-RXN	"SUCCORNTRANSAM-RXN"	EC-2.6.1.81	SUCCORNTRANSAM-ENZRXN
SUCCGLUDESUCC-RXN	"SUCCGLUDESUCC-RXN"	EC-3.5.1.96	SUCCGLUDESUCC-ENZRXN
RXN0-985	"RXN0-985"	EC-1.14.11.33	
RXN0-743	"RXN0-743"	EC-5.4.99.18	ENZRXN0-803
RXN0-963	"RXN0-963"		ENZRXN0-1105
RXN0-4841	"RXN0-4841"	EC-5.1.3.41	ENZRXN0-6041
RXN0-962	"RXN0-962"	EC-2.7.1.218	ENZRXN0-1102
TRANS-RXN0-417	"TRANS-RXN0-417"		ENZRXN0-7213
TRANS-RXN0-418	"TRANS-RXN0-418"		ENZRXN0-7214
RXN0-5522	"RXN0-5522"		ENZRXN0-6623
TRANS-RXN-129	"TRANS-RXN-129"		ENZRXN0-8411 // ENZRXN0-6435
TRANS-RXN-101	"TRANS-RXN-101"		ENZRXN0-7683 // TRANS-ENZRXN-144B
TRANS-RXN-117	"TRANS-RXN-117"		TRANS-ENZRXN-117
TRANS-RXN0-235	"TRANS-RXN0-235"		ENZRXN0-6408
TRANS-RXN-126	"TRANS-RXN-126"		TRANS-ENZRXN-126
TRANS-RXN-126B	"TRANS-RXN-126B"		TRANS-ENZRXN-126B
TRANS-RXN-118	"TRANS-RXN-118"		TRANS-ENZRXN-118
RXN0-4083	"RXN0-4083"		ENZRXN0-5463
TRANS-RXN-126A	"TRANS-RXN-126A"		TRANS-ENZRXN-126A
TRANS-RXN-94A	"TRANS-RXN-94A"		ENZRXN0-7572
FMNREDUCT-RXN	"FMNREDUCT-RXN"	EC-1.5.1.39	FMNREDUCT-ENZRXN
RXN-16333	"RXN-16333"		
RXN-13859	"RXN-13859"	EC-3.2.2.5	NADNUCLEOSID-ENZRXN
NADPYROPHOSPHAT-RXN	"NADPYROPHOSPHAT-RXN"	EC-3.6.1.22	
PYRNUTRANSHYDROGEN-RXN	"PYRNUTRANSHYDROGEN-RXN"	EC-1.6.1.2 // EC-1.6.1.3 // EC-1.6.1.1	UDHA-ENZRXN
RXN0-5248	"RXN0-5248"		
NADH-DEHYDROG-A-RXN	"NADH-DEHYDROG-A-RXN"	EC-1.6.5.3	NADH-DHI-ENZRXN
RXN-12754	"RXN-12754"		
RXN-12753	"RXN-12753"		
RXN0-4401	"RXN0-4401"	EC-3.6.1.22	ENZRXN0-5781
RXN-5822	"RXN-5822"	EC-3.1.3.2 // EC-3.1.3.1	ENZRXN0-7742 // NADPPHOSPHAT-ENZRXN
RXN-924	"RXN-924"		
RXN-16765	"RXN-16765"		
TRANS-RXN0-277	"TRANS-RXN0-277"	EC-1.6.1.5	PYRNUTRANSHYDROGEN-ENZRXN
TRANS-RXN-350	"TRANS-RXN-350"		ENZRXN0-8437
RXN-19249	"RXN-19249"	EC-3.4.16.4	ENZRXN0-8402 // ENZRXN0-8398 // ENZRXN0-8396
RXN0-5423	"RXN0-5423"		
RXN0-283	"RXN0-283"		
TRANS-RXN0-584	"TRANS-RXN0-584"		ENZRXN0-7840
TRANS-RXN-141B	"TRANS-RXN-141B"		TRANS-ENZRXN-141B
ABC-20-RXN	"ABC-20-RXN"	EC-3.6.3.24	ABC-20-ENZRXN
NICOTINAMID-RXN	"NICOTINAMID-RXN"	EC-3.5.1.19	NICOTINAMID-ENZRXN
NICOTINATEPRIBOSYLTRANS-RXN	"NICOTINATEPRIBOSYLTRANS-RXN"	EC-6.3.4.21	NICOTINATEPRIBOSYLTRANS-ENZRXN
RXN0-5395	"RXN0-5395"	EC-3.2.1	ENZRXN0-6545
RXN0-3021	"RXN0-3021"		
RXN0-3501	"RXN0-3501"	EC-1.7.5.1	NITRATREDUCTZ-ENZRXN // NITRATREDUCTA-ENZRXN
RXN0-7124	"RXN0-7124"	EC-1.7.5.1	ENZRXN0-7914
RXN0-5242	"RXN0-5242"		
RXN0-6370	"RXN0-6370"		
RXN0-6369	"RXN0-6369"	EC-1.7.5.1	
TRANS-RXN0-239	"TRANS-RXN0-239"		ENZRXN0-6434 // ENZRXN0-6433
RXN-12827	"RXN-12827"		
RXN0-6954	"RXN0-6954"		
TRANS-RXN-137	"TRANS-RXN-137"		ENZRXN0-7639 // TRANS-ENZRXN-137
RXN0-801	"RXN0-801"	EC-2.7.7.59	ENZRXN0-7919
PHOSPHOAMIDASE-RXN	"PHOSPHOAMIDASE-RXN"	EC-3.9.1.1	ENZRXN0-8164
RXN-19473	"RXN-19473"		
TRANS-RXN-86	"TRANS-RXN-86"		ENZRXN0-6432 // ENZRXN0-6431 // TRANS-ENZRXN-302
RXN0-1804	"RXN0-1804"		ENZRXN0-6500
TRANS-RXN-347	"TRANS-RXN-347"		ENZRXN0-8432
RXN-9560	"RXN-9560"		
RXN-9562	"RXN-9562"		
RXN-9559	"RXN-9559"		
TRANS-RXN-353	"TRANS-RXN-353"		ENZRXN0-8440
RXN0-7049	"RXN0-7049"		
RXN0-6471	"RXN0-6471"		
RXN0-5487	"RXN0-5487"		
RXN0-6361	"RXN0-6361"		
NRIPHOS-RXN	"NRIPHOS-RXN"		
RXN0-6533	"RXN0-6533"		
NRIDEPHOS-RXN	"NRIDEPHOS-RXN"		
ACSERLY-RXN	"ACSERLY-RXN"	EC-2.5.1.47	ACSERLYB-ENZRXN // ACSERLYA-ENZRXN
SULFOCYS-RXN	"SULFOCYS-RXN"	EC-2.5.1	ENZRXN0-8354
RXN0-1923	"RXN0-1923"		ENZRXN0-2470 // ENZRXN0-2469
THRESYN-RXN	"THRESYN-RXN"	EC-4.2.3.1	THRESYN-ENZRXN
RXN-14534	"RXN-14534"		ENZRXN0-7770
RXN-7948	"RXN-7948"	EC-3.1.3.75	ENZRXN0-7709
RXN-15147	"RXN-15147"		
METBALT-RXN	"METBALT-RXN"	EC-4.3.1	METBALT-ENZRXN
RXN-5741	"RXN-5741"	EC-6.2.1.47	ENZRXN0-5321
TRANS-RXN0-272	"TRANS-RXN0-272"		
RXN0-5210	"RXN0-5210"	EC-2.4.1	ENZRXN0-6317
RXN0-7239	"RXN0-7239"	EC-6.2.1.3	ENZRXN0-8179 // ENZRXN0-8177
RXN-17775	"RXN-17775"	EC-1.3.8	ENZRXN0-8242
BAROMP-RXN	"BAROMP-RXN"		
RXN0-6490	"RXN0-6490"		
TRANS-RXN-121C	"TRANS-RXN-121C"		TRANS-ENZRXN-121C
OROPRIBTRANS-RXN	"OROPRIBTRANS-RXN"	EC-2.4.2.10	OROPRIBTRANS-ENZRXN
OROTPDECARB-RXN	"OROTPDECARB-RXN"	EC-4.1.1.23	OROTPDECARB-ENZRXN
OXALOACETATE-TAUTOMERASE-RXN	"OXALOACETATE-TAUTOMERASE-RXN"	EC-5.3.2.2	ENZRXN0-7529
CITSYN-RXN	"CITSYN-RXN"	EC-2.3.3.16 // EC-2.3.3.1	ENZRXN0-7594 // CITSYN-ENZRXN
PEPCARBOXYKIN-RXN	"PEPCARBOXYKIN-RXN"	EC-4.1.1.49	PEPCARBOXYKIN-ENZRXN
OXALODECARB-RXN	"OXALODECARB-RXN"	EC-1.1.1.40 // EC-4.1.1.3 // EC-1.1.1.38	OXALODECARB-ENZRXN
PEPCARBOX-RXN	"PEPCARBOX-RXN"	EC-4.1.1.31	PEPCARBOX-ENZRXN
2-METHYLCITRATE-SYNTHASE-RXN	"2-METHYLCITRATE-SYNTHASE-RXN"	EC-2.3.3.5	ENZRXN0-245
TRANS-RXN-226	"TRANS-RXN-226"		
RXN-16329	"RXN-16329"		
RXN-8642	"RXN-8642"		
OXALYL-COA-DECARBOXYLASE-RXN	"OXALYL-COA-DECARBOXYLASE-RXN"	EC-4.1.1.8	ENZRXN0-7377
OXAMATE-CARBAMOYLTRANSFERASE-RXN	"OXAMATE-CARBAMOYLTRANSFERASE-RXN"	EC-2.1.3.5	
RXN0-7108	"RXN0-7108"	EC-1.18.1	ENZRXN0-3721
RXN0-5265	"RXN0-5265"		
TRANS-RXN0-474	"TRANS-RXN0-474"		
RXN0-5450	"RXN0-5450"		
RXN0-7248	"RXN0-7248"	EC-6.2.1.3	ENZRXN0-8298 // ENZRXN0-8297
RXN-17009	"RXN-17009"	EC-2.3.1.51	
RXN-17019	"RXN-17019"	EC-2.3.1.51	
RXN-17008	"RXN-17008"	EC-2.3.1.51	
TRANS-RXN0-275	"TRANS-RXN0-275"		ENZRXN0-6581
RXN0-291	"RXN0-291"		
RXN0-3461	"RXN0-3461"	EC-3.4	ENZRXN0-7632 // ENZRXN0-7630 // ENZRXN0-7624 // ENZRXN0-7498 // ENZRXN0-4823 // ENZRXN0-4822 // ENZRXN0-4782
RXN0-5407	"RXN0-5407"	EC-3.4	ENZRXN0-6568
RXN0-5402	"RXN0-5402"		ENZRXN0-6559 // ENZRXN0-6558
PHENDEHYD-RXN	"PHENDEHYD-RXN"	EC-1.2.1.39	PHENDEHYD-ENZRXN
TRANS-RXN0-284	"TRANS-RXN0-284"		
RXN-10819	"RXN-10819"	EC-6.2.1.30	ENZRXN0-861
RXN0-7104	"RXN0-7104"	EC-3.1.2	ENZRXN0-7862
RXN0-2042	"RXN0-2042"	EC-1.14.13.149	ENZRXN0-2601
RXN0-275	"RXN0-275"	EC-3.5.2	ENZRXN0-281
PHOBR-RXN	"PHOBR-RXN"		
PHOP-RXN	"PHOP-RXN"		
TRANS-RXN0-470	"TRANS-RXN0-470"		ENZRXN0-7463
TRANS-RXN-114	"TRANS-RXN-114"		TRANS-ENZRXN-114 // TRANS-ENZRXN-115
RXN-5647	"RXN-5647"	EC-3.1.3.75	ENZRXN0-7710
RXN-17354	"RXN-17354"		
2.7.3.9-RXN	"2.7.3.9-RXN"	EC-2.7.3.9	
DAHPSYN-RXN	"DAHPSYN-RXN"	EC-2.5.1.54	DAHPSYNTYR-ENZRXN // DAHPSYNTRP-ENZRXN // DAHPSYNPHE-ENZRXN
RXN0-7166	"RXN0-7166"	EC-2.7.3.9	
RXN0-6717	"RXN0-6717"		
RXN0-7047	"RXN0-7047"	EC-2.7.3.9	
PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN	"PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN"	EC-3.1.3.60	ENZRXN0-7739
RXN-17900	"RXN-17900"		
GLUTAMIDOTRANS-RXN	"GLUTAMIDOTRANS-RXN"	EC-4.3.2	GLUTAMIDOTRANS-ENZRXN
RXN-10940	"RXN-10940"	EC-3.1.3.62	ENZRXN0-7499
RXN0-1001	"RXN0-1001"	EC-3.1.3.8	ENZRXN0-1162
RXN0-5414	"RXN0-5414"		ENZRXN0-6580
TRANS-RXN0-549	"TRANS-RXN0-549"		ENZRXN0-7645
PPGPPSYN-RXN	"PPGPPSYN-RXN"	EC-3.1.7.2	PSII-ENZRXN
RXN0-6427	"RXN0-6427"	EC-3.1.7.2	ENZRXN0-7340
PPPGPPHYDRO-RXN	"PPPGPPHYDRO-RXN"	EC-3.6.1.40	PPPGPPHYDRO-ENZRXN
RXN0-5435	"RXN0-5435"		ENZRXN0-6593
DIMETHUROPORDEHYDROG-RXN	"DIMETHUROPORDEHYDROG-RXN"	EC-1.3.1.76	DIMETHUROPORDEHYDROG-ENZRXN
PREPHENATEDEHYDRAT-RXN	"PREPHENATEDEHYDRAT-RXN"	EC-4.2.1.51	PREPHENATEDEHYDRAT-ENZRXN
PREPHENATEDEHYDROG-RXN	"PREPHENATEDEHYDROG-RXN"	EC-1.3.1.12	PREPHENATEDEHYDROG-ENZRXN
RXN0-4022	"RXN0-4022"	EC-1.7.1.13	ENZRXN0-5421
RXN-14396	"RXN-14396"		
UROGENIIISYN-RXN	"UROGENIIISYN-RXN"	EC-4.2.1.75	UROGENIIISYN-ENZRXN
PROPIONATE--COA-LIGASE-RXN	"PROPIONATE--COA-LIGASE-RXN"	EC-6.2.1.17	ENZRXN0-7593 // ENZRXN0-1507
TRANS-RXN0-505	"TRANS-RXN0-505"		ENZRXN0-7546
HYDGLUTSYN-RXN	"HYDGLUTSYN-RXN"	EC-2.3.3.11	HYDGLUTSYN-ENZRXN
RXN-9087	"RXN-9087"	EC-1.3.1.84	ENZRXN0-7855
PTAALT-RXN	"PTAALT-RXN"	EC-2.3.1.222	ENZRXN0-7426
RXN0-268	"RXN0-268"	EC-2.8.3	ENZRXN0-250
RXN0-6531	"RXN0-6531"		ENZRXN0-7401
RXN0-6259	"RXN0-6259"	EC-1.3.5.3	ENZRXN0-7212
RXN-16330	"RXN-16330"		
PROTOPORGENOXI-RXN	"PROTOPORGENOXI-RXN"	EC-1.3.3.4	PROTOPORGENOXI-ENZRXN
RXN0-4741	"RXN0-4741"		
PSEUDOURIDINE-KINASE-RXN	"PSEUDOURIDINE-KINASE-RXN"	EC-2.7.1.83	ENZRXN0-6546
TRANS-RXN0-538	"TRANS-RXN0-538"		ENZRXN0-7618
TRANS-RXN0-618	"TRANS-RXN0-618"	EC-2.7.1	ENZRXN0-8088
RXN0-6718	"RXN0-6718"		
RXN0-7048	"RXN0-7048"		
RXN0-284	"RXN0-284"		
PUTTRANSAM-RXN	"PUTTRANSAM-RXN"		PUTTRANSAM-ENZRXN
2.6.1.82-RXN	"2.6.1.82-RXN"	EC-2.6.1.82	
RXN0-3901	"RXN0-3901"	EC-6.3.1.11	ENZRXN0-5301
SPERMIDINESYN-RXN	"SPERMIDINESYN-RXN"	EC-2.5.1.16	SPERMIDINESYN-ENZRXN
TRANS-RXN-328	"TRANS-RXN-328"	EC-3.6.3	ENZRXN0-8326
TRANS-RXN0-211	"TRANS-RXN0-211"		ENZRXN0-6342
TRANS-RXN-69	"TRANS-RXN-69"		ENZRXN0-7457 // ENZRXN0-6341 // ENZRXN0-6328
PYRAZIN-RXN	"PYRAZIN-RXN"	EC-3.5.1.4	PYRAZIN-ENZRXN
3.1.3.74-RXN	"3.1.3.74-RXN"	EC-3.1.3.74	ENZRXN0-7723 // ENZRXN0-6268 // ENZRXN0-6266 // ENZRXN0-6264
TRANS-RXN0-214	"TRANS-RXN0-214"		ENZRXN0-6350
PYROXALTRANSAM-RXN	"PYROXALTRANSAM-RXN"	EC-2.6.1.31	PYROXALTRANSAM-ENZRXN
RXN0-7074	"RXN0-7074"		PYRDAMPTRANS-ENZRXN
PMPOXI-RXN	"PMPOXI-RXN"	EC-1.4.3.5	PMPOXI-ENZRXN
TRANS-RXN0-213	"TRANS-RXN0-213"		ENZRXN0-6349
PYRIDOXINE-4-DEHYDROGENASE-RXN	"PYRIDOXINE-4-DEHYDROGENASE-RXN"	EC-1.1.1.65	ENZRXN0-8342
PNPOXI-RXN	"PNPOXI-RXN"	EC-1.4.3.5	PNP-PMPOXI-ENZRXN
RXN-14181	"RXN-14181"	EC-3.1.3.74	ENZRXN0-7724
TRANS-RXN0-205	"TRANS-RXN0-205"		ENZRXN0-6348
PYRUFLAVREDUCT-RXN	"PYRUFLAVREDUCT-RXN"	EC-1.2.7.1	PYRUFLAVREDUCT-ENZRXN
ACETOOHBUTSYN-RXN	"ACETOOHBUTSYN-RXN"	EC-2.2.1.6	ACETOOHBUTSYNII-ENZRXN // ACETOOHBUTSYNI-ENZRXN // ACETOOHBUTSYN-ENZRXN
RXN-11496	"RXN-11496"	EC-1.2.5.1	ENZRXN-17895
RXN0-1134	"RXN0-1134"	EC-1.2.4.1	ENZRXN0-1309
RXN0-2022	"RXN0-2022"		ENZRXN0-2581
PYFLAVOXRE-RXN	"PYFLAVOXRE-RXN"	EC-1.2.7.1	ENZRXN0-2756
PEPDEPHOS-RXN	"PEPDEPHOS-RXN"	EC-2.7.1.40	PEPDEPHOSI-ENZRXN // PEPDEPHOSII-ENZRXN
PEPSYNTH-RXN	"PEPSYNTH-RXN"	EC-2.7.9.2	PEPSYNTH-ENZRXN
PYRUVDEH-RXN	"PYRUVDEH-RXN"	EC-1.2.1	PYRUVATEDEH-ENZRXN
DXS-RXN	"DXS-RXN"	EC-2.2.1.7	ENZRXN0-1021
RXN-3482	"RXN-3482"		
DIHYDRODIPICSYN-RXN	"DIHYDRODIPICSYN-RXN"	EC-4.3.3.7	DIHYDRODIPICSYN-ENZRXN
