"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	
"LIPOYL-AMP"	"[(<i>R</i>)-lipoyl]adenylate"	["lipoyl-AMP", "lipoyl-adenylate"]	"C18H25N5O8PS2"	534.518	
"Lipoyl-Protein-L-Lysine"	"a [lipoyl-carrier protein]-L-lysine"	[]	null	null	
"Lipoyl-Protein-N6-lipoyllysine"	"a [lipoyl-carrier protein]-<i>N<sup>6</sup></i>-[(<i>R</i>)-lipoyl]-L-lysine"	["protein N6-(lipoyl)lysine", "lipoyl-domain", "a lipoylated protein lipoyl-domain", "an [enzyme] <i>N<sup>6</sup></i>-(lipoyl)lysine"]	null	null	
"Lividomycins"	"a lividomycin"	[]	null	null	
"LL-DIAMINOPIMELATE"	"L,L-diaminopimelate"	["L,L-A2pm", "L,L-DAP", "L,L-2,6-diaminopimelate", "L,L-2,6-diaminoheptanedioate"]	"C7H14N2O4"	190.199	
"Long-Chain-2-Enoyl-CoAs"	"a long-chain 2-enoyl-CoA"	["a long-chain &Delta;<SUP>2</SUP>-enoyl-CoA", "a long-chain 2,3-dehydroacyl-CoA"]	null	null	
"Long-Chain-234-Saturated-acyl-CoAs"	"a long-chain 2,3,4-saturated fatty acyl CoA"	[]	null	null	
"Long-Chain-234-Saturated-Fatty-Acids"	"a long-chain 2,3,4-saturated fatty acid"	[]	null	null	
"Long-Chain-3-Hydroxyacyl-CoAs"	"a long-chain (3<i>R</i>)-3-hydroxyacyl-CoA"	["a long-chainD-3-hydroxyacyl-CoA", "a long-chain(R)-hydroxyacyl-CoA", "a long-chain <i>cis</i>-3-hydroxyacyl-CoA", "a long-chain 3-hydroxyacyl-CoA"]	null	null	
"Long-Chain-3S-Hydroxyacyl-CoAs"	"a long-chain (3<i>S</i>)-3-hydroxyacyl-CoA"	["a long-chain-L-3-hydroxyacyl-CoA", "a long-chain (S)-hydroxyacyl-CoA"]	null	null	
"Long-Chain-Acyl-CoAs"	"a long-chain fatty acyl-CoA"	[]	null	null	
"Long-Chain-Acyl-Ethyl-Esters"	"a long-chain acyl ethyl ester"	["FAEE", "a long-chain acyl-ethyl ester"]	null	null	
"Long-chain-alcohols"	"a long-chain fatty alcohol"	["a fatty alcohol"]	null	null	
"Long-Chain-Aldehydes"	"a long-chain fatty aldehyde"	["a long-chain aldehyde"]	null	null	
"Long-Chain-Alkanes"	"a long-chain alkane"	[]	null	null	
"Long-Chain-Ceramides"	"a long-chain ceramide"	[]	null	null	
"Long-chain-cholesterol-esters"	"a long-chain acyl-cholesterol ester"	[]	null	null	
"Long-Chain-Fatty-Acids"	"a long-chain fatty acid"	["LCFA"]	null	null	
"Long-chain-fatty-acyl-AMPs"	"a long-chain fatty-acyl adenylate ester"	[]	null	null	
"LONG-CHAIN-KETONE"	"a ketone"	[]	null	null	
"Long-Chain-oxoacyl-CoAs"	"a long-chain 3-oxoacyl-CoA"	["a long-chain 3-ketoacyl-CoA", "a long-chain &beta;-ketoacyl-CoA"]	null	null	
"Long-Chain-Polyphosphate"	"long chain polyphosphate"	["(phosphate)<sub>(n)</sub>", "(phosphate)<sub>(n+1)</sub>", "(phosphate)<sub>(n-1)</sub>", "(polyphosphate)<sub>(n)</sub>", "(polyphosphate)<sub>(n+1)</sub>", "(polyphosphate)<sub>(n-1)</sub>", "PolyP", "inorganic polyphosphate", "(polyphosphate)<sub>(n-2)</sub>"]	null	null	
"Long-Chain-Steryl-Esters"	"a long-chain 3-hydroxysterol ester"	[]	null	null	
"Long-Chain-Trans-23-Dehydroacyl-CoA"	"a long-chain (2<i>E</i>)-2-enoyl-CoA"	["a long-chain <i>trans</i>-2,3-didehydroacyl-CoA", "a long-chain <i>trans</i>-2-enoyl-CoA", "a long-chain <i>trans</i>-&Delta;<SUP>2</SUP>-enoyl-CoA", "a long-chain <i>trans</i>-didehydroacyl-CoA", "a long-chain <i>trans</i>-2,3-dehydroacyl-CoA"]	null	null	
"Long-linear-glucans"	"a long-linear &alpha;-D-glucan"	[]	null	null	
"LOS"	"a rough-form lipopolysaccharide"	["a rough-form LPS", "(R)-form LPS", "a lipooligosaccharide", "lipid A-core", "core oligosaccharide-lipid A", "lipid A-core oligosaccharide"]	null	null	
"LPS-Core-Oligosaccharides"	"a lipopolysaccharide core oligosaccharide"	[]	null	null	
"LPS-with-pentaacyl-lipidA"	"a lipopolysaccharide with pentaacyl-lipid A"	[]	null	null	
"LPS-with-tetraacyl-lipidA"	"a lipopolysaccharide with tetraacyl lipid A"	["a lipopolysaccharide with lipid IV<sub>A</sub>"]	null	null	
"Luciferins"	"a luciferin"	[]	null	null	
"LuxE-long-chain-fatty-acyl-L-cysteine"	"a [LuxE]-<i>S</i>-(long-chain fatty acyl)-L-cysteine"	["an [acyl-protein synthetase]-S-(long-chain fatty acyl)-L-cysteine"]	null	null	
"LYS"	"L-lysine"	["K", "lysine", "L-lys", "2,6-diaminohexanoic acid", "lysine acid"]	"C6H15N2O2"	147.197	
"Lysidine-tRNA-Ile2"	"a lysidine<sup>34</sup> in tRNA<sup>Ile2</sup>"	["a [tRNA<sup>Ile2</sup>]-<i>N</i><sup>6</sup>-(4-amino-1-&beta;-D-ribofuranosylpyrimidin-2-ylidene)-L-lysine<sup>34</sup>", "a [tRNA<sup>Ile2</sup>]-lysidine<sup>34</sup>"]	null	null	
"Lysine-or-DAP"	"an L-lysine or <i>meso</i>-2,6-diaminoheptanedioate"	[]	null	null	
"Lyso-Form-Lipoprotein-Cysteine"	"an <i>N</i>-acyl-[lipoprotein]-(<i>S</i>-acylglyceryl)-L-cysteine"	["a [lyso-form lipoprotein] L-cysteine"]	null	null	
"Lyso-Glycosphingolipids"	"a lyso-glycosphingolipid"	[]	null	null	
"LYSO-ORNITHINE-LIPIDS"	"a lyso-ornithine lipid"	["an <i>N</i><sup>&alpha;</sup>-[(3R)-3-hydroxyacyl]-L-ornithine"]	null	null	
"Lysophosphatidates"	"a lysophosphatidate"	[]	null	null	
"Lysophosphatidylcholines"	"a lyso-phosphatidylcholine"	["lysoPC"]	null	null	
"Lysophosphatidylcholines-16-0"	"lysophosphatidylcholine-16:0"	["lysoPC-16:0", "lysoPC16:0"]	null	null	
"Lysophosphatidylcholines-16-1"	"lysophosphatidylcholine-16:1"	["lysoPC-16:1", "lysoPC16:1"]	null	null	
"Lysophosphatidylcholines-18-0"	"lysophosphatidylcholine-18:0"	["lysoPC-18:0", "lysoPC18:0"]	null	null	
"Lysophosphatidylcholines-18-1"	"lysophosphatidylcholine-18:1"	["lysoPC-18:1", "lysoPC18:1"]	null	null	
"Lysophosphatidylcholines-18-2"	"lysophosphatidylcholine-18:2"	["lysoPC-18:2", "lysoPC18:2"]	null	null	
"Lysophosphatidylcholines-18-3"	"lysophosphatidylcholine-18:3"	["lysoPC-18:3", "lysoPC18:3"]	null	null	
"Lysophosphatidylethanolamines"	"a lyso-phosphatidylethanolamine"	["lysoPE"]	null	null	
"Lysophosphatidylethanolamines-16-0"	"lysophosphatidylethanolamine-16:0"	["lysoPE-16:0", "lysoPE16:0"]	null	null	
"Lysophosphatidylethanolamines-16-1"	"lysophosphatidylethanolamine-16:1"	["lysoPE-16:1", "lysoPE16:1"]	null	null	
"Lysophosphatidylethanolamines-18-1"	"lysophosphatidylethanolamine-18:1"	["lysoPE-18:1", "lysoPE18:1"]	null	null	
"Lysophosphatidylethanolamines-18-2"	"lysophosphatidylethanolamine-18:2"	["lysoPE-18:2", "lysoPE18:2"]	null	null	
"Lysophosphatidylethanolamines-18-3"	"lysophosphatidylethanolamine-18:3"	["lysoPE-18:3", "lysoPE18:3"]	null	null	
"Lysophosphatidylglycerols"	"a lyso-phosphatidylglycerol"	["lysoPG"]	null	null	
"Lysophosphatidylglycerols-18-1"	"lysophosphatidylglycerol-18:1"	["lysoPG-18:1", "lysoPG18:1"]	null	null	
"Lysophosphatidylglycerols-18-2"	"lysophosphatidylglycerol-18:2"	["lysoPG-18:2", "lysoPG18:2"]	null	null	
"Lysophosphatidylglycerols-18-3"	"lysophosphatidylglycerol-18:3"	["lysoPG-18:3", "lysoPG18:3"]	null	null	
"Lysophospholipids"	"a lyso-phospholipid"	[]	null	null	
"LYSOSOMAL-ENZYME-D-MANNOSE"	"an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-L-asparaginyl-[lysosomal protein]"	[]	null	null	
"LYSOSOMAL-ENZYME-N-ETCETERA-MANNOSE"	"an &alpha;-D-GlcNAc-(phospho)-3-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-L-asparaginyl-[lysosomal protein]"	[]	null	null	
"LysW-Alpha-Aminoadipate"	"an [amino-group carrier protein]-C-terminal-[<i>N</i>-(1,4-dicarboxybutyl)-L-glutamine]"	["an [amino-group carrier protein]-C-terminal-&gamma;-(L-2-aminoadip-2-yl)-L-glutamate", "an [amino-group carrier protein]-C-terminal-[<i>N</i>-(1,4-dicarboxybutan-1-yl)-L-glutamine]"]	null	null	
"LysW-Alpha-Aminoadipate-Phosphate"	"an [amino-group carrier protein]-C-terminal-{<i>N</i>-[1-carboxy-5-oxo-5-(phosphooxy)pentyl]-L-glutamine}"	["an [amino-group carrier protein]-C-terminal-&gamma;-(6-phospho-L-2-aminoadip-2-yl)-L-glutamate", "an [amino-group carrier protein]-C-terminal-{<i>N</i>-[1-carboxy-5-oxo-5-(phosphooxy)pentan-1-yl]-L-glutamine}"]	null	null	
"LysW-Alpha-Aminoadipate-Semialdehyde"	"an [amino-group carrier protein]-C-terminal-[<i>N</i>-(1-carboxy-5-oxopentyl)-L-glutamine]"	["an [amino-group carrier protein]-C-terminal-&gamma;-(L-2-aminoadipate semialdehyde-2-yl)-L-glutamate", "an [amino-group carrier protein]-C-terminal-<i>N</i>-(1-carboxy-5-oxopentan-1-yl)-L-glutamine"]	null	null	
"LysW-C-Terminal-L-Glutamate"	"an [amino-group carrier protein]-C-terminal-L-glutamate"	[]	null	null	
"LysW-L-glutamate"	"an [amino-group carrier protein]-C-terminal-&gamma;-(L-glutamyl)-L-glutamate"	[]	null	null	
"LysW-L-glutamate-5-phosphate"	"an [amino-group carrier protein]-C-terminal-&gamma;-(5-phospho-L-glutamyl)-L-glutamate"	[]	null	null	
"LysW-L-glutamate-5-semialdehyde"	"an [amino-group carrier protein]-C-terminal-&gamma;-(L-glutamate 5-semialdehyde-2-yl)-L-glutamate"	[]	null	null	
"LysW-L-lysine"	"an [amino-group carrier protein]-C-terminal-[&gamma;-(L-lysyl)-L-glutamate]"	[]	null	null	
"LysW-L-ornithine"	"an [amino-group carrier protein]-C-terminal-&gamma;-(L-ornithyl)-L-glutamate"	[]	null	null	
"Maackiain"	"maackiain"	["6a,12a-dihydro-6H-[1,3]dioxolo[5,6][1]benzofuro[3,2-c]chromen-3-ol", "3-hydroxy-8,9-methylenedioxypterocarpane"]	"C16H12O5"	284.268	
"Macrocycles"	"a macrocycle"	[]	null	null	
"Macrolide-Antibiotics"	"a macrolide antibiotic"	[]	null	null	
"Macrolides"	"a macrolide"	[]	null	null	
"MAL"	"(<i>S</i>)-malate"	["(<i>S</i>)-malic acid", "L-apple acid", "L-malic acid", "L-hydroxysuccinic acid", "L-hydroxybutanedioic acid", "L-malate"]	"C4H4O5"	132.073	
"MALEATE"	"maleate"	["maleic acid", "cis-butenedioic acid"]	"C4H2O4"	114.057	
"MALONATE"	"malonate"	["malonyl", "propanedioic acid", "malonic acid"]	"C3H2O4"	102.046	
"MALONATE-S-ALD"	"3-oxopropanoate"	["malonate semialdehyde", "malonic semialdehyde"]	"C3H3O3"	87.055	
"MALONYL-COA"	"malonyl-CoA"	["malonyl coenzyme A"]	"C24H33N7O19P3S"	848.541	
"Malto-Oligosaccharides"	"a malto-oligosaccharide"	[]	null	null	
"Maltodextrins"	"a maltodextrin"	["4-{(1,4)-&alpha;-D-glucosyl}<sub>(n-1)</sub>-D-glucose", "maltodextrins", "maltodextrin<sub>(n)</sub>", "linear maltodextrin"]	null	null	
"MALTOHEXAOSE"	"maltohexaose"	[]	"C36H62O31"	990.867	
"MALTOOLIGOSYLTREHALOSE"	"a maltooligosyl-trehalose"	["1-&alpha;-D-{(1,4)-&alpha;-D-glucosyl}<sub>(n-1)</sub>-&alpha;-D-glucopyranoside"]	null	null	
"MALTOPENTAOSE"	"maltopentaose"	[]	"C30H52O26"	828.725	
"MALTOSE"	"maltose"	["&alpha;-D-glucopyranose-(1&rarr;4)-D-glucopyranose", "maltose"]	"C12H22O11"	342.299	
"Maltose-phosphates"	"a maltose phosphate"	[]	null	null	
"MALTOTETRAOSE"	"maltotetraose"	[]	"C24H42O21"	666.583	
"MALTOTRIOSE"	"maltotriose"	["amylotriose", "&alpha;-D-glucopyranosyl-(1&rarr;4)-&alpha;-D-glucopyranosyl-(1&rarr;4)-D-glucose"]	"C18H32O16"	504.441	
"Man-12-Man-12-Man-Proteins"	"an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-3-<i>O</i>-(Ser/Thr)-[protein]"	[]	null	null	
"Man-12-Man-Proteins"	"an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-3-<i>O</i>-(Ser/Thr)-[protein]"	[]	null	null	
"Man-13-Man-12-Man-12-Man-Proteins"	"an &alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-3-<i>O</i>-(Ser/Thr)-[protein]"	[]	null	null	
"Man-13-Man-13-Man-12-Man-12-Man-Proteins"	"an &alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-3-<i>O</i>-(Ser/Thr)-[protein]"	[]	null	null	
"Man-16-Man8GlcNAc2-proteins"	"Man<sub>9</sub>GlcNAc<sub>2</sub>-[protein]  (isomer 8A<sub>1,2,3,4</sub>B<sub>1,4</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-[protein]-L-asparagine", "Man<sub>9</sub>GlcNAc<sub>2</sub>-protein", "a [protein]-L-asparagine-[(mannosyl)<sub>9</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]"]	null	null	
"Man10GlcNAc2-proteins"	"a [protein]-L-asparagine-[(mannosyl)<sub>10</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>] (isomer 8A<sub>1,2,3,4</sub>B<sub>1,2,4</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-[&alpha;-D-Man-(1&rarr;6)-]-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-[protein]-L-asparagine", "Man<sub>10</sub>GlcNAc<sub>2</sub>-protein"]	null	null	
"Man3-GlcNAc3-Xyl-Proteins"	"a &beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-[&beta;-D-Xyl-(1&rarr;2)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-<i>N</i>-Asn-[protein]"	["Man<sub>3</sub>GlcNAc<sub>3</sub>Xyl-[protein]"]	null	null	
"Man3-GlcNAc4-Xyl-Fuc-Gal2-Proteins"	"a &beta;-D-Gal-(1&rarr;3)-&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-Gal-(1&rarr;3)-&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-[&beta;-D-Xyl-(1&rarr;2)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-[&alpha;-L-Fuc-(1&rarr;3)]-&beta;-D-GlcNAc-<i>N</i>-Asn-[protein]"	[]	null	null	
"Man3-GlcNAc4-Xyl-Fuc3-Gal2-Proteins"	"a &beta;-D-Gal-(1&rarr;3)-[&alpha;-L-Fuc-(1&rarr;4)]-&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-Gal-(1&rarr;3)-[&alpha;-L-Fuc-(1&rarr;4)]-&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-[&beta;-D-Xyl-(1&rarr;2)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-[&alpha;-L-Fuc-(1&rarr;3)]-&beta;-D-GlcNAc-<i>N</i>-Asn-[protein]"	[]	null	null	
"Man5-GlcNAc3-Xyl-Proteins"	"a &beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-[&beta;-D-Xyl-(1&rarr;2)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-<i>N</i>-Asn-[protein]"	["Man<sub>5</sub>GlcNAc<sub>3</sub>Xyl-[protein]"]	null	null	
"Man6-GlcNAc2-protein-A12B2"	"Man<sub>6</sub>GlcNAc<sub>2</sub>-[protein] (isomer 6A<sub>1,2</sub>B<sub>2</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]", "a [(mannosyl)<sub>6</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 6A<sub>1,2</sub>B<sub>2</sub>)"]	null	null	
"Man6GlcNAc2-protein-A123"	"Man<sub>6</sub>GlcNAc<sub>2</sub>-[protein] (isomer 6A<sub>1,2,3</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]", "a [(mannosyl)<sub>6</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 6A<sub>1,2,3</sub>)"]	null	null	
"Man6GlcNAc2-protein-A12B1"	"Man<sub>6</sub>GlcNAc<sub>2</sub>-[protein] (isomer 6A<sub>1,2</sub>B<sub>1</sub>)"	["an &alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]", "[(mannosyl)<sub>6</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 6A<sub>1,2</sub>B<sub>1</sub>)"]	null	null	
"Man7GlcNAc2-protein-A123B1"	"Man<sub>7</sub>GlcNAc<sub>2</sub>-protein (isomer 7A<sub>1,2,3</sub>B<sub>1</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]", "a [(mannosyl)<sub>7</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>1</sub>)"]	null	null	
"Man7GlcNAc2-protein-A123B2"	"Man<sub>7</sub>GlcNAc<sub>2</sub>-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>2</sub>)"	["a [(mannosyl)<sub>7</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>2</sub>)", "an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]"]	null	null	
"Man7GlcNAc2-protein-A123B3"	"Man<sub>7</sub>GlcNAc<sub>2</sub>-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>3</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]", "a [(mannosyl)<sub>7</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>3</sub>)"]	null	null	
"Man7GlcNAc2-protein-A12B12"	"Man<sub>7</sub>GlcNAc<sub>2</sub>-[protein] (isomer 7A<sub>1,2</sub>B<sub>1,2</sub>)"	["an &alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-1-L-asparaginyl-[protein]", "a [(mannosyl)<sub>7</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 7A<sub>1,2</sub>B<sub>1,2</sub>)"]	null	null	
"Man8-GlcNAc2-protein-A123B12"	"Man<sub>8</sub>GlcNAc<sub>2</sub>-[protein] (isomer 8A<sub>1,2,3</sub>B<sub>1,2</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-<i>N</i>-Asn-[protein]", "a [(mannosyl)<sub>8</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 8A<sub>1,2,3</sub>B<sub>1,2</sub>)"]	null	null	
"Man8GlcNAc2-protein-A123B13"	"Man<sub>8</sub>GlcNAc<sub>2</sub>-[protein] (isomer 8A<sub>1,2,3</sub>B<sub>1,3</sub>)"	["an [&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-{&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)}-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc]-<i>N</i>-Asn-[protein]", "a [(mannosyl)<sub>8</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 8A<sub>1,2,3</sub>B<sub>1,3</sub>)"]	null	null	
"Man8GlcNAc2-protein-A123B23"	"Man<sub>8</sub>GlcNAc<sub>2</sub>-[protein] (isomer 8A<sub>1,2,3</sub>B<sub>2,3</sub>)"	["an &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc-<i>N</i>-Asn-[protein]", "a [(mannosyl)<sub>8</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 8A<sub>1,2,3</sub>B<sub>2,3</sub>)"]	null	null	
"Man9GlcNAc2-proteins"	"Man<sub>9</sub>GlcNAc<sub>2</sub>-[protein]  (isomer 9A<sub>1,2,3</sub>B<sub>1,2,3</sub>)"	["an [&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-{&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)}-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc]-<i>N</i>-Asn-[protein]", "a [(mannosyl)<sub>9</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein]"]	null	null	
"MANDELONITRILE"	"mandelonitrile"	[]	"C8H7NO"	133.149	
"Mannans"	"a mannan"	["mannan"]	null	null	
"MANNITOL"	"D-mannitol"	["D-mitobronitol", "(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol"]	"C6H14O6"	182.173	
"MANNITOL-1P"	"D-mannitol 1-phosphate"	["mannitol-1-P"]	"C6H13O9P"	260.137	
"Mannobiose"	"a mannobiose"	[]	null	null	
"Mannolipids"	"a mannolipid"	[]	null	null	
