"id"	"symbol"	"synonyms"	"left_end_pos"	"right_end_pos"	"direction"	"rna_id"
"G7555"	"yghW"	["yghW", "b2998", "ECK2992"]	3146450	3146737	"-"	"G7555_RNA"
"G7557"	"yghX"	["yghX", "b2999", "yghY", "b3000", "ECK2994", "orf_f136", "b4658", "ECK2993"]	3146856	3147691	"-"	"G7557_RNA"
"G7558"	"gpr"	["gpr", "mgrA", "yghZ", "b3001", "ECK2995"]	3147897	3148937	"+"	"G7558_RNA"
"G7559"	"yqhA"	["yqhA", "b3002", "ECK2996"]	3148977	3149471	"-"	"G7559_RNA"
"G7561"	null	["b3004"]	3150722	3150967	"+"	"G7561_RNA"
"G7562"	null	["b3007"]	3151977	3152132	"-"	"G7562_RNA"
"G7563"	"yqhC"	["yqhC", "b3010", "ECK3002"]	3154262	3155218	"-"	"G7563_RNA"
"G7564"	"yqhD"	["yqhD", "b3011", "ECK3003"]	3155355	3156518	"+"	"G7564_RNA"
"G7565"	"dkgA"	["dkgA", "yqhE", "b3012", "ECK3004"]	3156623	3157450	"+"	"G7565_RNA"
"G7566"	"yqhG"	["yqhG", "yqhF", "b3013", "ECK3005"]	3157650	3158576	"+"	"G7566_RNA"
"G7567"	"yqhH"	["yqhH", "b3014", "ECK3006"]	3158627	3158884	"+"	"G7567_RNA"
"G7568"	"ygiQ"	["ygiQ", "ygiR", "b3016", "b3015", "b4469", "ECK3007"]	3158927	3161146	"-"	"G7568_RNA"
"G7570"	"ygiS"	["ygiS", "b3020", "ECK3011"]	3166111	3167718	"-"	"G7570_RNA"
"G7571"	"mqsA"	["mqsA", "ygiT", "b3021", "ECK3012"]	3167851	3168246	"-"	"G7571_RNA"
"G7572"	"mqsR"	["mqsR", "ygiU", "b3022", "ECK3013"]	3168248	3168544	"-"	"G7572_RNA"
"G7573"	"ygiV"	["ygiV", "b3023", "ECK3014"]	3168749	3169231	"-"	"G7573_RNA"
"G7574"	"ygiW"	["ygiW", "visP", "b3024", "ECK3015"]	3169284	3169676	"-"	"G7574_RNA"
"G7575"	"qseB"	["qseB", "ygiX", "b3025", "ECK3016"]	3169828	3170487	"+"	"G7575_RNA"
"G7577"	"ygiZ"	["ygiZ", "b3027", "ECK3018"]	3171879	3172211	"-"	"G7577_RNA"
"G7578"	"yqiA"	["yqiA", "yzzI", "b3031", "ECK3022"]	3175425	3176006	"-"	"G7578_RNA"
"G7579"	"cpdA"	["cpdA", "icc", "b3032", "ECK3023"]	3176006	3176833	"-"	"G7579_RNA"
"G7580"	"yqiB"	["yqiB", "yzzH", "b3033", "ECK3024"]	3176858	3177280	"-"	"G7580_RNA"
"G7582"	"ubiK"	["ubiK", "yqiC", "b3042", "ECK3033"]	3184840	3185130	"+"	"G7582_RNA"
"G7583"	"insC5"	["insC5", "yi21-5", "b3044", "ECK0357"]	3186187	3186552	"+"	"G7583_RNA"
"G7584"	"insD5"	["insD5", "yi22-5", "b3045", "ECK0358"]	3186510	3187415	"+"	"G7584_RNA"
"G7585"	"yqiG"	["yqiG", "b3046", "ECK3035"]	null	null	"+"	"G7585_RNA"
"G7586"	"yqiH"	["yqiH", "b3047", "ECK3036"]	3189881	3190630	"+"	"G7586_RNA"
"G7587"	"yqiI"	["yqiI", "b3048", "ECK3037"]	3190632	3191696	"+"	"G7587_RNA"
"G7588"	"yqiJ"	["yqiJ", "b3050", "ECK3039"]	3192208	3192837	"+"	"G7588_RNA"
"G7589"	"yqiK"	["yqiK", "b3051", "ECK3040"]	3192864	3194525	"+"	"G7589_RNA"
"G7590"	"hldE"	["hldE", "yqiF", "rfaE", "gmhC", "waaE", "b3052", "ECK3042"]	3195320	3196753	"-"	"G7590_RNA"
"G7593"	"nfeF"	["nfeF", "yqjH", "b3070", "ECK3060"]	3215727	3216491	"-"	"G7593_RNA"
"G7594"	"nfeR"	["nfeR", "yqjI", "b3071", "ECK3061"]	3216779	3217402	"+"	"G7594_RNA"
"G7595"	"aer"	["aer", "yqjJ", "air", "b3072", "ECK3062"]	3217556	3219076	"-"	"G7595_RNA"
"G7596"	"patA"	["patA", "oat", "pat", "ygjG", "b3073", "ECK3063"]	3219494	3220873	"+"	"G7596_RNA"
"G7597"	"ygjH"	["ygjH", "b3074", "ECK3064"]	3220915	3221247	"-"	"G7597_RNA"
"G7598"	"ygjJ"	["ygjJ", "b3079", "ECK3069"]	3227801	3228871	"+"	"G7598_RNA"
"G7599"	"ygjK"	["ygjK", "b3080", "ECK3070"]	3228888	3231239	"+"	"G7599_RNA"
"G7601"	"higA"	["higA", "ygjM", "b3082", "ECK3072"]	3233728	3234144	"-"	"G7601_RNA"
"G7602"	"higB"	["higB", "ygjN", "b3083", "ECK3073"]	3234141	3234455	"-"	"G7602_RNA"
"G7603"	"rlmG"	["rlmG", "ygjO", "b3084", "ECK3074"]	3234739	3235875	"-"	"G7603_RNA"
"G7604"	"ygjP"	["ygjP", "b3085", "ECK3075"]	3235960	3236463	"+"	"G7604_RNA"
"G7605"	"ygjQ"	["ygjQ", "b3086", "ECK3076"]	3236540	3237232	"+"	"G7605_RNA"
"G7606"	"ygjR"	["ygjR", "b3087", "ECK3077"]	3237311	3238297	"+"	"G7606_RNA"
"G7607"	"alx"	["alx", "ygjT", "b3088", "ECK3079"]	3238580	3239545	"+"	"G7607_RNA"
"G7608"	"ygjV"	["ygjV", "b3090", "ECK3081"]	3241193	3241744	"-"	"G7608_RNA"
"G7609"	"yqjA"	["yqjA", "ecfL", "b3095", "ECK3086"]	3247773	3248435	"+"	"G7609_RNA"
"G7610"	"mzrA"	["mzrA", "ecfM", "yqjB", "b3096", "ECK3087"]	3248439	3248822	"+"	"G7610_RNA"
"G7611"	"yqjC"	["yqjC", "b3097", "ECK3088"]	3248969	3249337	"+"	"G7611_RNA"
"G7612"	"yqjD"	["yqjD", "b3098", "ECK3089"]	3249375	3249680	"+"	"G7612_RNA"
"G7613"	"yqjE"	["yqjE", "b3099", "ECK3090"]	3249683	3250087	"+"	"G7613_RNA"
"G7614"	"yqjK"	["yqjK", "b3100", "ECK3091"]	3250077	3250376	"+"	"G7614_RNA"
"G7615"	"yqjF"	["yqjF", "b3101", "ECK3092"]	3250562	3250954	"+"	"G7615_RNA"
"G7616"	"yqjG"	["yqjG", "b3102", "ECK3093"]	3251024	3252010	"+"	"G7616_RNA"
"G7617"	"yhaH"	["yhaH", "b3103", "ECK3094"]	3252304	3252669	"+"	"G7617_RNA"
"G7618"	"yhaI"	["yhaI", "b3104", "ECK3095"]	3252911	3253267	"+"	"G7618_RNA"
"G7619"	"yhaJ"	["yhaJ", "b3105", "ECK3096"]	3253318	3254214	"-"	"G7619_RNA"
"G7620"	"yhaK"	["yhaK", "b3106", "ECK3097"]	3254319	3255020	"+"	"G7620_RNA"
"G7621"	"yhaL"	["yhaL", "b3107", "ECK3098"]	3255043	3255207	"+"	"G7621_RNA"
"G7622"	"cyuA"	["cyuA", "b3109", "yhaN", "b3108", "yhaM", "b4470", "ECK3099"]	3255341	3256651	"-"	"G7622_RNA"
"G7624"	"tdcG"	["tdcG", "b3111", "yhaQ", "b3112", "tdcGa", "yhaP", "sdhY", "b4471", "ECK3101"]	3258285	3259649	"-"	"G7624_RNA"
"G7626"	"tdcF"	["tdcF", "yhaR", "b3113", "ECK3102"]	3259721	3260110	"-"	"G7626_RNA"
"G7627"	"tdcE"	["tdcE", "yhaS", "b3114", "ECK3103"]	3260124	3262418	"-"	"G7627_RNA"
"G7629"	"yhaV"	["yhaV", "b3130", "ECK3118"]	3277337	3277801	"+"	"G7629_RNA"
"G7630"	"agaR"	["agaR", "yhaW", "b3131", "ECK3119"]	3277856	3278665	"-"	"G7630_RNA"
"G7631"	"kbaZ"	["kbaZ", "yhaX", "agaZ", "b3132", "ECK3120"]	3278914	3280194	"+"	"G7631_RNA"
"G7632"	"agaV"	["agaV", "yhaY", "b3133", "ECK3121"]	3280217	3280690	"+"	"G7632_RNA"
"G7633"	"agaW"	["agaW", "yhaZ", "b3134", "ECK3122"]	3280701	3281102	"+"	"G7633_RNA"
"G7634"	"agaS"	["agaS", "yraB", "b3136", "ECK3124"]	3281976	3283130	"+"	"G7634_RNA"
"G7635"	"agaD"	["agaD", "yraF", "b3140", "ECK3128"]	3285478	3286269	"+"	"G7635_RNA"
"G7636"	"agaI"	["agaI", "yraG", "b3141", "ECK3129"]	3286270	3287025	"+"	"G7636_RNA"
"G7637"	"yraH"	["yraH", "b3142", "ECK3130"]	3287426	3288010	"+"	"G7637_RNA"
"G7638"	"yraI"	["yraI", "b3143", "ECK3131"]	3288090	3288785	"+"	"G7638_RNA"
"G7639"	"yraJ"	["yraJ", "b3144", "ECK3132"]	3288814	3291330	"+"	"G7639_RNA"
"G7640"	"yraK"	["yraK", "b3145", "ECK3133"]	3291341	3292432	"+"	"G7640_RNA"
"G7641"	"rsmI"	["rsmI", "yraL", "b3146", "ECK3134"]	3292475	3293335	"-"	"G7641_RNA"
"G7642"	"lpoA"	["lpoA", "yraM", "b3147", "ECK3135"]	3293400	3295436	"+"	"G7642_RNA"
"G7643"	"yraN"	["yraN", "b3148", "ECK3136"]	3295394	3295789	"+"	"G7643_RNA"
"G7644"	"yraP"	["yraP", "ecfH", "b3150", "ECK3138"]	3296409	3296984	"+"	"G7644_RNA"
"G7645"	"yraQ"	["yraQ", "b3151", "ECK3139"]	3297098	3298138	"-"	"G7645_RNA"
"G7646"	"yraR"	["yraR", "b3152", "ECK3140"]	3298211	3298846	"-"	"G7646_RNA"
"G7647"	"yhbO"	["yhbO", "b3153", "ECK3141"]	3298974	3299492	"+"	"G7647_RNA"
"G7648"	"yhbP"	["yhbP", "b3154", "ECK3142"]	3299472	3299915	"-"	"G7648_RNA"
"G7649"	"yhbQ"	["yhbQ", "b3155", "ECK3143"]	3299966	3300268	"+"	"G7649_RNA"
"G7650"	"yhbS"	["yhbS", "b3156", "ECK3144"]	3300255	3300758	"-"	"G7650_RNA"
"G7651"	"ubiT"	["ubiT", "yhbT", "b3157", "ECK3145"]	3300752	3301276	"-"	"G7651_RNA"
"G7652"	"ubiU"	["ubiU", "yhbU", "b3158", "ECK3146"]	3301485	3302480	"+"	"G7652_RNA"
"G7653"	"ubiV"	["ubiV", "yhbV", "b3159", "ECK3147"]	3302489	3303367	"+"	"G7653_RNA"
"G7654"	"yhbW"	["yhbW", "b3160", "ECK3148"]	3303448	3304455	"+"	"G7654_RNA"
"G7655"	"yhbX"	["yhbX", "b3173", "ECK3162"]	3319988	3321613	"-"	"G7655_RNA"
"G7656"	"obgE"	["obgE", "yhbZ", "cgtA", "obg", "b3183", "ECK3172"]	3330582	3331754	"-"	"G7656_RNA"
"G7657"	"ibaG"	["ibaG", "yrbA", "b3190", "ECK3179"]	3336549	3336803	"-"	"G7657_RNA"
"G7658"	"mlaB"	["mlaB", "yrbB", "b3191", "ECK3180"]	3336963	3337256	"-"	"G7658_RNA"
"G7659"	"mlaC"	["mlaC", "yrbC", "b3192", "ECK3181"]	3337256	3337891	"-"	"G7659_RNA"
"G7662"	"kdsD"	["kdsD", "yrbH", "b3197", "ECK3186"]	3341266	3342252	"+"	"G7662_RNA"
"G7663"	"kdsC"	["kdsC", "yrbJ", "yrbI", "b3198", "ECK3187"]	3342273	3342839	"+"	"G7663_RNA"
"G7664"	"lptC"	["lptC", "yrbK", "b3199", "ECK3188"]	3342836	3343411	"+"	"G7664_RNA"
"G7665"	"lptA"	["lptA", "yhbN", "b3200", "ECK3189"]	3343380	3343937	"+"	"G7665_RNA"
"G7667"	"yrbL"	["yrbL", "b3207", "ECK3196"]	3348452	3349084	"+"	"G7667_RNA"
"G7668"	"mtgA"	["mtgA", "mgt", "yrbM", "b3208", "ECK3197"]	3349081	3349809	"-"	"G7668_RNA"
"G7669"	"yhcC"	["yhcC", "b3211", "ECK3201"]	3353121	3354050	"-"	"G7669_RNA"
"G7670"	"yhcD"	["yhcD", "b3216", "ECK3206"]	3362807	3365188	"+"	"G7670_RNA"
"G7671"	"yhcE"	["yhcE", "b3217", "b4549", "b4569", "ECK3207"]	null	null	"+"	"G7671_RNA"
"G7672"	"insH10"	["insH10", "trs5-10", "yi52_10", "b3218", "ECK0261"]	3365702	3366682	"-"	"G7672_RNA"
"G7673"	"yhcF"	["yhcF", "b3219", "ECK3208"]	3366926	3367642	"+"	"G7673_RNA"
"G7674"	"yhcG"	["yhcG", "b3220", "ECK3209"]	3367827	3368954	"+"	"G7674_RNA"
"G7675"	"yhcH"	["yhcH", "b3221", "ECK3210"]	3369014	3369478	"-"	"G7675_RNA"
"G7676"	"nanK"	["nanK", "yhcI", "b3222", "ECK3211"]	3369475	3370350	"-"	"G7676_RNA"
"G7677"	"nanE"	["nanE", "yhcJ", "b3223", "ECK3212"]	3370347	3371036	"-"	"G7677_RNA"
"G7678"	"nanR"	["nanR", "yhcK", "b3226", "ECK3215"]	3373698	3374489	"-"	"G7678_RNA"
"G7679"	"dcuD"	["dcuD", "yhcL", "b3227", "ECK3216"]	3374869	3376236	"+"	"G7679_RNA"
"G7680"	"zapE"	["zapE", "yhcM", "b3232", "ECK3221"]	3378870	3379997	"-"	"G7680_RNA"
"G7681"	"yhcB"	["yhcB", "b3233", "ECK3222"]	3380191	3380589	"+"	"G7681_RNA"
"G7682"	"degQ"	["degQ", "hhoA", "b3234", "ECK3223"]	3380743	3382110	"+"	"G7682_RNA"
"G7683"	"yhcN"	["yhcN", "b3238", "ECK3227"]	3385538	3385801	"+"	"G7683_RNA"
"G7684"	"yhcO"	["yhcO", "b3239", "ECK3228"]	3385857	3386129	"-"	"G7684_RNA"
"G7685"	"aaeB"	["aaeB", "yhcP", "b3240", "ECK3229"]	3386221	3388188	"-"	"G7685_RNA"
"G7686"	"aaeA"	["aaeA", "yhcQ", "b3241", "ECK3230"]	3388194	3389126	"-"	"G7686_RNA"
"G7687"	"aaeX"	["aaeX", "yhcR", "b3242", "ECK3231"]	3389134	3389337	"-"	"G7687_RNA"
"G7688"	"aaeR"	["aaeR", "yhcS", "qseA", "b3243", "ECK3232"]	3389520	3390449	"+"	"G7688_RNA"
"G7689"	"tldD"	["tldD", "yhdO", "b3244", "ECK3233"]	3390583	3392028	"-"	"G7689_RNA"
"G7690"	"yhdP"	["yhdP", "b3246", "yhdR", "yhdQ", "b3245", "b4472", "ECK3234"]	3392458	3396258	"-"	"G7690_RNA"
"G7692"	"b3254"	["b3254", "b3254"]	3404516	3404617	"-"	"G7692_RNA"
"G7693"	"yhdT"	["yhdT", "b3257", "ECK3244"]	3407375	3407617	"+"	"G7693_RNA"
"G7694"	"yhdU"	["yhdU", "b3263", "ECK3250"]	3412621	3412800	"+"	"G7694_RNA"
"G7695"	"yhdV"	["yhdV", "b3267", "ECK3254"]	3418390	3418611	"+"	"G7695_RNA"
"G7696"	"yrdA"	["yrdA", "b3279", "ECK3266"]	3429236	3429790	"+"	"G7696_RNA"
"G7697"	"yrdB"	["yrdB", "b3280", "ECK3267"]	3429766	3430023	"-"	"G7697_RNA"
"G7698"	"tsaC"	["tsaC", "yrdC", "rimN", "b3282", "ECK3269"]	3430843	3431415	"-"	"G7698_RNA"
"G7699"	"yrdD"	["yrdD", "b3283", "ECK3270"]	3431420	3431962	"-"	"G7699_RNA"
"G7701"	"gspA"	["gspA", "yheD", "b3323", "ECK3310"]	3453929	3455398	"-"	"G7701_RNA"
"G7702"	"gspC"	["gspC", "yheE", "b3324", "ECK3311"]	3455578	3456393	"+"	"G7702_RNA"
"G7703"	"gspD"	["gspD", "yheF", "b3325", "ECK3312"]	3456377	3458329	"+"	"G7703_RNA"
"G7704"	"gspE"	["gspE", "yheG", "b3326", "ECK3313"]	3458339	3459820	"+"	"G7704_RNA"
"G7705"	"gspF"	["gspF", "hofF", "hopF", "b3327", "ECK3314"]	3459817	3461013	"+"	"G7705_RNA"
"G7706"	"gspG"	["gspG", "hofG", "hopG", "b3328", "ECK3315"]	3461023	3461460	"+"	"G7706_RNA"
"G7707"	"gspH"	["gspH", "hofH", "hopH", "b3329", "ECK3316"]	3461468	3461977	"+"	"G7707_RNA"
"G7708"	"gspI"	["gspI", "yheH", "b3330", "ECK3317"]	3461974	3462351	"+"	"G7708_RNA"
"G7709"	"gspJ"	["gspJ", "yheI", "b3331", "ECK3318"]	3462344	3462931	"+"	"G7709_RNA"
"G7710"	"gspK"	["gspK", "yheJ", "b3332", "ECK3319"]	3462924	3463907	"+"	"G7710_RNA"
"G7711"	"gspL"	["gspL", "yheK", "b3333", "ECK3320"]	3463922	3465085	"+"	"G7711_RNA"
"G7712"	"tusB"	["tusB", "yheL", "b3343", "ECK3330"]	3474678	3474965	"-"	"G7712_RNA"
"G7713"	"tusC"	["tusC", "yheM", "b3344", "ECK3331"]	3474973	3475332	"-"	"G7713_RNA"
"G7714"	"tusD"	["tusD", "yheN", "b3345", "ECK3332"]	3475332	3475718	"-"	"G7714_RNA"
"G7715"	"yheO"	["yheO", "b3346", "ECK3333"]	3475718	3476440	"-"	"G7715_RNA"
"G7716"	"fkpA"	["fkpA", "yzzS", "b3347", "ECK3334"]	3476607	3477419	"-"	"G7716_RNA"
"G7717"	"kefG"	["kefG", "yheR", "b3351", "ECK3339"]	3480607	3481161	"-"	"G7717_RNA"
"G7718"	"yheT"	["yheT", "b3353", "ECK3341"]	3483202	3484224	"+"	"G7718_RNA"
"G7719"	"yheU"	["yheU", "b3354", "ECK3342"]	3484218	3484436	"+"	"G7719_RNA"
"G7721"	"yhfK"	["yhfK", "b3358", "ECK3346"]	3486791	3488893	"+"	"G7721_RNA"
"G7722"	"yhfL"	["yhfL", "b3369", "ECK3357"]	3499448	3499615	"+"	"G7722_RNA"
"G7723"	"frlB"	["frlB", "yhfN", "b3371", "ECK3359"]	3501268	3502290	"+"	"G7723_RNA"
"G7724"	"frlC"	["frlC", "b3373", "yhfP", "yhfO", "b3372", "b4474", "ECK3360"]	3502340	3503170	"+"	"G7724_RNA"
"G7726"	"frlD"	["frlD", "yhfQ", "b3374", "ECK3361"]	3503167	3503952	"+"	"G7726_RNA"
"G7727"	"frlR"	["frlR", "yhfR", "b3375", "ECK3362"]	3504052	3504783	"+"	"G7727_RNA"
"G7728"	"yhfS"	["yhfS", "b3376", "ECK3363"]	3504935	3506020	"-"	"G7728_RNA"
"G7729"	"yhfT"	["yhfT", "b3377", "ECK3364"]	3506032	3507336	"-"	"G7729_RNA"
"G7730"	"yhfU"	["yhfU", "b3378", "ECK3365"]	3507348	3507701	"-"	"G7730_RNA"
"G7731"	"php"	["php", "yhfV", "b3379", "ECK3366"]	3507712	3508590	"-"	"G7731_RNA"
"G7732"	"yhfW"	["yhfW", "b3380", "ECK3367"]	3508587	3509813	"-"	"G7732_RNA"
"G7733"	"yhfX"	["yhfX", "b3381", "ECK3368"]	3509813	3510976	"-"	"G7733_RNA"
"G7734"	"yhfY"	["yhfY", "b3382", "ECK3369"]	3511060	3511422	"-"	"G7734_RNA"
"G7735"	"yhfZ"	["yhfZ", "b3383", "ECK3370"]	3511439	3512344	"-"	"G7735_RNA"
"G7736"	"hofP"	["hofP", "yrfA", "b3392", "ECK3379"]	3520615	3521019	"-"	"G7736_RNA"
"G7737"	"hofO"	["hofO", "yrfB", "b3393", "ECK3380"]	3521009	3521449	"-"	"G7737_RNA"
"G7738"	"hofN"	["hofN", "yrfC", "b3394", "ECK3381"]	3521433	3521972	"-"	"G7738_RNA"
"G7739"	"hofM"	["hofM", "yrfD", "b3395", "ECK3382"]	3521972	3522751	"-"	"G7739_RNA"
"G7740"	"nudE"	["nudE", "yrfE", "b3397", "ECK3384"]	3525589	3526149	"-"	"G7740_RNA"
"G7741"	"igaA"	["igaA", "yrfF", "b3398", "ECK3385"]	3526469	3528604	"+"	"G7741_RNA"
"G7742"	"yrfG"	["yrfG", "b3399", "ECK3386"]	3528669	3529337	"+"	"G7742_RNA"
"G7743"	"hslR"	["hslR", "hsp15", "yrfH", "b3400", "ECK3387"]	3529348	3529749	"+"	"G7743_RNA"
"G7744"	"hslO"	["hslO", "yrfI", "b3401", "ECK3388"]	3529774	3530652	"+"	"G7744_RNA"
"G7745"	"yhgE"	["yhgE", "b3402", "ECK3389"]	3530715	3532439	"-"	"G7745_RNA"
"G7746"	"yhgF"	["yhgF", "b3407", "ECK3394"]	3537385	3539706	"+"	"G7746_RNA"
"G7747"	"yhgH"	["yhgH", "gntX", "b3413", "ECK3400"]	3544882	3545565	"+"	"G7747_RNA"
"G7748"	"nfuA"	["nfuA", "yhgI", "gntY", "b3414", "ECK3401"]	3545624	3546199	"+"	"G7748_RNA"
"G7750"	"rtcA"	["rtcA", "yhgJ", "yhgK", "b3420", "b3419", "b4475", "ECK3406"]	3555833	3556849	"-"	"G7750_RNA"
"G7751"	"rtcB"	["rtcB", "yhgL", "b3421", "ECK3407"]	3556853	3558079	"-"	"G7751_RNA"
"G7752"	"yzgL"	["yzgL", "b3427", "ECK3413"]	3563724	3564005	"-"	"G7752_RNA"
"G7753"	"yhgN"	["yhgN", "b3434", "ECK3420"]	3575071	3575664	"+"	"G7753_RNA"
"G7756"	"yhhW"	["yhhW", "b3439", "ECK3424"]	3578950	3579645	"-"	"G7756_RNA"
"G7757"	"yhhX"	["yhhX", "b3440", "ECK3425"]	3579768	3580805	"-"	"G7757_RNA"
"G7758"	"yhhY"	["yhhY", "b3441", "ECK3427"]	3581138	3581626	"+"	"G7758_RNA"
"G7759"	"yhhZ"	["yhhZ", "b3442", "ECK3428"]	3581863	3583041	"+"	"G7759_RNA"
"G7760"	"yrhA"	["yrhA", "b3443", "ECK3429"]	null	null	"+"	"G7760_RNA"
"G7761"	"insA6"	["insA6", "b3444", "ECK0023"]	3583483	3583758	"+"	"G7761_RNA"
"G7762"	"insB6"	["insB6", "b3445", "ECK0022"]	3583677	3584180	"+"	"G7762_RNA"
"G7763"	"yrhB"	["yrhB", "b3446", "ECK3430"]	3584759	3585043	"+"	"G7763_RNA"
"G7767"	"dcrB"	["dcrB", "yhhR", "b3472", "ECK3456"]	3609955	3610512	"+"	"G7767_RNA"
"G7769"	"insH11"	["insH11", "yi52_11", "trs5-11", "b3505", "ECK0261"]	3652182	3653162	"-"	"G7769_RNA"
"G7776"	"insJ"	["insJ", "yi5A", "b3557", "ECK3545"]	3720680	3721201	"+"	"G7776_RNA"
"G7777"	"insK"	["insK", "dinS", "yi5B", "t150", "b3558", "ECK3546"]	3721198	3722049	"+"	"G7777_RNA"
"G7789"	"dgoR"	["dgoR", "yidW", "b3695", "b3694", "b4479", "ECK3687"]	3874471	3875160	"-"	"G7789_RNA"
"G7798"	"yifN"	["yifN", "ECK3769", "yifO", "b3777", "ECK3768"]	3960012	3960460	"-"	"G7798_RNA"
"G7800"	"wecF"	["wecF", "yifM", "b4404", "rff", "rffT", "b4405", "b4481", "ECK3785"]	3977525	3978604	"+"	"G7800_RNA"
"G7802"	"yzcX"	["yzcX", "b3808", "ECK3802"]	3993850	3994335	"+"	"G7802_RNA"
"G7804"	"ysgA"	["ysgA", "b3830", "ECK3824"]	4015354	4016169	"-"	"G7804_RNA"
"G7806"	"tatA"	["tatA", "yigT", "mttA1", "b3836", "ECK3830"]	4021945	4022214	"+"	"G7806_RNA"
"G7808"	"tatB"	["tatB", "ysgB", "mttA2", "b3838", "ECK3831"]	4022218	4022733	"+"	"G7808_RNA"
"G7814"	"ompL"	["ompL", "yshA", "b3875", "ECK3868"]	4063603	4064295	"-"	"G7814_RNA"
"G7816"	"cpxP"	["cpxP", "yiiO", "b3913", "b4484", "ECK3906"]	4105820	4106320	"+"	"G7816_RNA"
"G7818"	null	["b3975"]	4175213	4175368	"-"	"G7818_RNA"
"G7821"	"alsR"	["alsR", "yjcY", "rpiR", "b4089", "ECK4082"]	4312101	4312991	"-"	"G7821_RNA"
"G7823"	"rdcB"	["rdcB", "yjcZ", "b4110", "ECK4103"]	4329360	4330238	"+"	"G7823_RNA"
"G7825"	"yjdF"	["yjdF", "b4121", "ECK4114"]	4344929	4345558	"-"	"G7825_RNA"
"G7826"	"dcuR"	["dcuR", "yjdG", "b4124", "ECK4117"]	4349315	4350034	"-"	"G7826_RNA"
"G7827"	"dcuS"	["dcuS", "yjdH", "b4125", "ECK4118"]	4350031	4351662	"-"	"G7827_RNA"
"G7828"	"yjdI"	["yjdI", "b4126", "ECK4119"]	4351843	4352073	"+"	"G7828_RNA"
"G7829"	"yjdJ"	["yjdJ", "b4127", "ECK4120"]	4352085	4352357	"+"	"G7829_RNA"
"G7830"	"ghoS"	["ghoS", "yjdK", "b4128", "ECK4121"]	4352584	4352880	"+"	"G7830_RNA"
"G7832"	"fxsA"	["fxsA", "yjeG", "b4140", "ECK4134"]	4368664	4369140	"+"	"G7832_RNA"
"G7833"	"yjeH"	["yjeH", "b4141", "ECK4135"]	4369156	4370412	"-"	"G7833_RNA"
"G7834"	"yjeI"	["yjeI", "b4144", "ECK4138"]	4372809	4373162	"+"	"G7834_RNA"
"G7835"	"yjeJ"	["yjeJ", "b4145", "ECK4139"]	4373365	4374234	"-"	"G7835_RNA"
"G7836"	"epmB"	["epmB", "yjeK", "b4146", "ECK4140"]	4374629	4375657	"-"	"G7836_RNA"
"G7837"	"blc"	["blc", "yjeL", "b4149", "ECK4145"]	4377189	4377722	"-"	"G7837_RNA"
"G7838"	"yjeN"	["yjeN", "b4157", "ECK4153"]	4385393	4385707	"+"	"G7838_RNA"
"G7839"	"yjeO"	["yjeO", "b4158", "ECK4154"]	4385704	4386018	"+"	"G7839_RNA"
"G7840"	"mscM"	["mscM", "yjeP", "b4159", "ECK4155"]	4386047	4389370	"-"	"G7840_RNA"
"G7841"	"rsgA"	["rsgA", "yjeQ", "b4161", "ECK4157"]	4390457	4391509	"-"	"G7841_RNA"
"G7842"	"orn"	["orn", "yjeR", "b4162", "ECK4158"]	4391604	4392149	"+"	"G7842_RNA"
"G7843"	"queG"	["queG", "yjeS", "b4166", "ECK4162"]	4392928	4394067	"-"	"G7843_RNA"
"G7844"	"yjeT"	["yjeT", "b4176", "ECK4172"]	4404386	4404583	"+"	"G7844_RNA"
"G7845"	"rlmB"	["rlmB", "yjfH", "b4180", "ECK4176"]	4409275	4410006	"+"	"G7845_RNA"
"G7846"	"yjfI"	["yjfI", "b4181", "ECK4177"]	4410133	4410534	"+"	"G7846_RNA"
"G7847"	"yjfJ"	["yjfJ", "b4182", "ECK4178"]	4410553	4411251	"+"	"G7847_RNA"
"G7848"	"yjfK"	["yjfK", "b4183", "ECK4179"]	4411302	4411961	"+"	"G7848_RNA"
"G7849"	"yjfL"	["yjfL", "b4184", "ECK4180"]	4411979	4412377	"+"	"G7849_RNA"
"G7850"	"yjfM"	["yjfM", "b4185", "ECK4181"]	4412387	4413025	"+"	"G7850_RNA"
"G7851"	"yjfN"	["yjfN", "b4188", "ECK4184"]	4416017	4416292	"-"	"G7851_RNA"
"G7852"	"bsmA"	["bsmA", "yjfO", "b4189", "ECK4185"]	4416441	4416770	"-"	"G7852_RNA"
"G7853"	"yjfP"	["yjfP", "b4190", "ECK4186"]	4416952	4417701	"+"	"G7853_RNA"
"G7854"	"ulaR"	["ulaR", "yjfQ", "b4191", "ECK4187"]	4417698	4418453	"-"	"G7854_RNA"
"G7855"	"ulaG"	["ulaG", "yjfR", "b4192", "ECK4188"]	4418561	4419625	"-"	"G7855_RNA"
"G7856"	"ulaA"	["ulaA", "yjfS", "sgaT", "b4193", "ECK4189"]	4419980	4421377	"+"	"G7856_RNA"
"G7858"	"ulaD"	["ulaD", "yjfV", "sgaH", "b4196", "ECK4192"]	4422186	4422836	"+"	"G7858_RNA"
"G7859"	"ulaE"	["ulaE", "sgaU", "yjfW", "b4197", "ECK4193"]	4422846	4423700	"+"	"G7859_RNA"
