# From Sanchez-Vazquez et al. Genome-wide effects on Escherichia coli transcription from ppGpp binding to its two sites on RNA polymerase. PNAS. 2019. (Dataset S01)
# Downloaded from: https://www.pnas.org/highwire/filestream/859108/field_highwire_adjunct_files/1/pnas.1819682116.sd01.xlsx
"Gene"	"Synonym"	"length"	"Start"	"end"	"Strand"	"1+2+ 5 min"	"1+2+ 5 min Category"	"1+2+ 10 min"	"1+2+ 10 min Category"	"1-2- 5 min"	"1-2- 5 min Category"	"1-2- 10 min"	"1-2- 10 min Category"	"1-2-/1+2+ 0 min"	"1-2-/1+2+ 0 min Category"
"pspC"	"b1306"	360	1369025	1369384	"+"	0.06	"E"	0.31	"E"	-0.03	"E"	-0.03	"E"	0.26	"E"
"kdpA"	"b0698"	1674	727059	728732	"-"	0.15	"E"	0.32	"E"	-0.14	"E"	0.29	"E"	0.11	"E"
"acpH"	"b0404"	582	424337	424918	"-"	0.05	"E"	-0.11	"E"	-0.08	"E"	-0.04	"E"	0.11	"E"
"ybcF"	"b0521"	894	550439	551332	"+"	0.12	"E"	-0.04	"E"	0.35	"E"	0.14	"E"	0.23	"E"
"fixB"	"b0042"	942	43188	44129	"+"	-0.16	"E"	-0.67	"E"	-0.93	"E"	-0.90	"E"	-0.48	"E"
"bdm"	"b1481"	216	1556065	1556280	"-"	0.33	"E"	6.22	"E"	-1.02	"E"	-0.04	"E"	0.39	"E"
"gspG"	"b3328"	438	3461023	3461460	"+"	0.18	"E"	-0.93	"E"	-0.96	"E"	-0.92	"E"	-0.30	"E"
"yfjX"	"b2643"	459	2775919	2776377	"+"	-0.12	"E"	-0.24	"E"	-0.04	"E"	-0.09	"E"	-0.25	"E"
"fucA"	"b2800"	648	2933041	2933688	"-"	-0.16	"E"	0.43	"E"	0.43	"E"	0.67	"E"	-0.69	"E"
"yjfC"	"b4186"	1164	4413028	4414191	"+"	-0.10	"E"	0.54	"E"	-1.11	"E"	-0.35	"E"	-0.48	"E"
"mngA"	"b0731"	1977	765984	767960	"+"	-0.15	"E"	0.51	"E"	-0.58	"E"	-0.14	"E"	0.08	"E"
"dmsA"	"b0894"	2445	940959	943403	"+"	-0.05	"E"	0.23	"E"	-0.06	"E"	0.18	"E"	0.24	"E"
"yfcS"	"b2336"	753	2451584	2452336	"-"	-0.28	"E"	0.35	"E"	0.54	"E"	-1.08	"E"	-0.08	"E"
"hyi"	"b0508"	777	535710	536486	"+"	-0.19	"E"	0.77	"E"	-0.73	"E"	-1.23	"E"	0.66	"E"
"mukE"	"b0923"	705	975622	976326	"+"	0.03	"E"	-0.21	"E"	0.03	"E"	-0.08	"E"	0.10	"E"
"ycjS"	"b1315"	1056	1376832	1377887	"+"	-0.11	"E"	0.09	"E"	-1.01	"E"	-0.93	"E"	-0.23	"E"
"yedA"	"b1959"	921	2029539	2030459	"+"	-0.09	"E"	-0.07	"E"	-0.09	"E"	-0.04	"E"	0.35	"E"
"mlaF"	"b3195"	810	3339256	3340065	"-"	-0.02	"E"	-0.16	"E"	0.08	"E"	-0.13	"E"	-0.14	"E"
"yeiW"	"b4502"	255	2265041	2265295	"-"	0.09	"E"	-0.63	"E"	0.36	"E"	-0.15	"E"	-0.30	"E"
"gfcA"	"b0987"	306	1049439	1049744	"-"	0.08	"E"	-0.32	"E"	-0.10	"E"	-0.45	"E"	0.40	"E"
"nirD"	"b3366"	327	3496551	3496877	"+"	-0.15	"E"	0.90	"E"	0.20	"E"	-0.10	"E"	-0.21	"E"
"setA"	"b0070"	1179	77621	78799	"+"	0.03	"E"	-0.16	"E"	-0.01	"E"	0.12	"E"	0.00	"E"
"chbG"	"b1733"	750	1816386	1817135	"-"	-0.06	"E"	-0.24	"E"	-0.03	"E"	-0.13	"E"	0.14	"E"
"cspB"	"b1557"	216	1641339	1641554	"-"	0.10	"E"	-1.09	"E"	-0.70	"E"	-1.03	"E"	0.55	"E"
"yceJ"	"b1057"	567	1118480	1119046	"-"	-0.10	"E"	-0.65	"E"	0.40	"E"	0.51	"E"	-0.64	"E"
"ygbK"	"b2737"	1167	2862335	2863501	"+"	0.07	"E"	-0.11	"E"	-0.03	"E"	-0.14	"E"	-0.40	"E"
"mdtK"	"b1663"	1374	1743457	1744830	"+"	-0.03	"E"	-0.10	"E"	0.01	"E"	0.22	"E"	0.21	"E"
"baeS"	"b2078"	1404	2162876	2164279	"+"	0.06	"E"	0.14	"E"	-0.25	"E"	-0.09	"E"	0.20	"E"
"yfbK"	"b2270"	1728	2383995	2385722	"-"	-0.07	"E"	-0.15	"E"	-0.67	"E"	-0.34	"E"	-0.15	"E"
"yjdN"	"b4107"	444	4325298	4325741	"-"	0.16	"E"	0.91	"E"	-0.79	"E"	-0.33	"E"	-0.45	"E"
"yfeO"	"b2389"	1257	2509630	2510886	"+"	0.06	"E"	0.27	"E"	-0.31	"E"	-0.29	"E"	0.15	"E"
"yecC"	"b1917"	753	1997062	1997814	"-"	0.03	"E"	0.19	"E"	0.10	"E"	0.09	"E"	-0.07	"E"
"eutQ"	"b2460"	702	2574302	2575003	"-"	0.18	"E"	1.30	"E"	0.79	"E"	-1.19	"E"	-0.03	"E"
"sieB"	"b1353"	489	1418671	1419159	"+"	0.07	"E"	-0.54	"E"	0.16	"E"	0.42	"E"	0.31	"E"
"fadK"	"b1701"	1647	1783031	1784677	"+"	0.08	"E"	-0.12	"E"	-0.46	"E"	-0.61	"E"	0.37	"E"
"caiD"	"b0036"	786	35377	36162	"-"	0.15	"E"	-0.38	"E"	-0.03	"E"	-0.08	"E"	-0.52	"E"
"yfeD"	"b2399"	393	2518813	2519205	"+"	0.05	"E"	-0.46	"E"	-0.05	"E"	-0.14	"E"	0.30	"E"
"gspH"	"b3329"	510	3461468	3461977	"+"	0.19	"E"	0.28	"E"	0.18	"E"	0.58	"E"	-0.40	"E"
"tehA"	"b1429"	993	1500573	1501565	"+"	-0.03	"E"	-0.08	"E"	0.01	"E"	-0.09	"E"	0.25	"E"
"yiaN"	"b3578"	1278	3744804	3746081	"+"	-0.13	"E"	-0.44	"E"	-0.87	"E"	0.15	"E"	-0.33	"E"
"pgpC"	"b2560"	636	2697915	2698550	"-"	-0.03	"E"	0.29	"E"	-0.09	"E"	-0.12	"E"	0.15	"E"
"tusC"	"b3344"	360	3474973	3475332	"-"	-0.03	"E"	-0.24	"E"	-0.11	"E"	0.14	"E"	0.07	"E"
"bluF"	"b1163"	1212	1214264	1215475	"-"	-0.06	"E"	-0.12	"E"	0.05	"E"	0.37	"E"	0.12	"E"
"yncG"	"b1454"	618	1526247	1526864	"+"	0.14	"E"	1.39	"E"	-0.39	"E"	0.29	"E"	0.44	"E"
"motB"	"b1889"	927	1975329	1976255	"-"	-0.11	"E"	-0.32	"E"	-0.41	"E"	-0.64	"E"	0.26	"E"
"mhpD"	"b0350"	810	372115	372924	"+"	-0.09	"E"	1.00	"E"	0.63	"E"	0.04	"E"	-0.44	"E"
"ykfH"	"b4504"	222	264026	264247	"-"	-0.16	"E"	-2.52	"E"	-0.39	"E"	0.48	"E"	-0.58	"E"
"ompL"	"b3875"	693	4063603	4064295	"-"	0.13	"E"	-0.10	"E"	0.27	"E"	0.55	"E"	-0.57	"E"
"idnK"	"b4268"	564	4494623	4495186	"+"	0.08	"E"	0.27	"E"	-0.26	"E"	-0.23	"E"	-0.22	"E"
"yqcE"	"b2775"	1278	2900592	2901869	"+"	-0.07	"E"	0.13	"E"	-0.79	"E"	-0.44	"E"	-0.55	"E"
"narU"	"b1469"	1389	1542672	1544060	"-"	0.16	"E"	1.59	"E"	0.18	"E"	-0.29	"E"	1.42	"E"
"insA4"	"b1894"	276	1049833	1050108	"+"	0.42	"E"	1.57	"E"	2.31	"E"	1.43	"E"	0.23	"E"
"phnI"	"b4099"	1065	4319599	4320663	"-"	0.20	"E"	0.46	"E"	-3.47	"E"	-1.55	"E"	0.07	"E"
"aer"	"b3072"	1521	3217556	3219076	"-"	0.04	"E"	0.04	"E"	0.21	"E"	0.24	"E"	-0.16	"E"
"yfgI"	"b2506"	540	2630326	2630865	"+"	-0.06	"E"	0.24	"E"	0.15	"E"	0.74	"E"	-0.05	"E"
"yhfX"	"b3381"	1164	3509813	3510976	"-"	-0.11	"E"	-0.79	"E"	-1.02	"E"	-0.26	"E"	0.31	"E"
"eutJ"	"b2454"	837	2569501	2570337	"-"	0.17	"E"	0.50	"E"	2.40	"E"	-0.70	"E"	-0.39	"E"
"yiiE"	"b3889"	213	4079297	4079509	"+"	-0.22	"E"	-0.36	"E"	-3.28	"E"	-1.23	"E"	-0.26	"E"
"atoA"	"b2222"	651	2324109	2324759	"+"	0.23	"E"	-0.05	"E"	-0.36	"E"	-1.22	"E"	0.00	"E"
"cysJ"	"b2764"	1800	2890099	2891898	"-"	-0.10	"E"	-1.22	"E"	1.76	"E"	0.42	"E"	-0.71	"E"
"adhE"	"b1241"	2676	1295446	1298121	"-"	-0.04	"E"	0.30	"E"	0.25	"E"	0.10	"E"	-0.07	"E"
"ampC"	"b4150"	1134	4377811	4378944	"-"	0.02	"E"	-0.14	"E"	0.08	"E"	0.20	"E"	-0.08	"E"
"rhaM"	"b3901"	315	4093124	4093438	"-"	-0.12	"E"	-0.01	"E"	-1.47	"E"	-0.77	"E"	-0.27	"E"
"yfcP"	"b2333"	540	2450051	2450590	"-"	0.09	"E"	0.36	"E"	-0.09	"E"	0.21	"E"	-0.32	"E"
"phnG"	"b4101"	453	4321244	4321696	"-"	0.25	"E"	0.31	"E"	1.04	"E"	-0.44	"E"	0.64	"E"
"hycA"	"b2725"	462	2849974	2850435	"-"	-0.25	"E"	-0.24	"E"	-0.90	"E"	-1.03	"E"	0.31	"E"
"yphG"	"b2549"	3282	2679464	2682745	"-"	-0.05	"E"	0.06	"E"	0.33	"E"	-0.30	"E"	-0.18	"E"
"argK"	"b2918"	996	3062987	3063982	"+"	0.09	"E"	-0.30	"E"	-0.38	"E"	0.13	"E"	-0.40	"E"
"paoA"	"b0286"	690	301884	302573	"-"	0.11	"E"	0.91	"E"	-0.69	"E"	-0.41	"E"	0.25	"E"
"ydeO"	"b1499"	762	1582926	1583687	"-"	0.12	"E"	0.09	"E"	-0.66	"E"	-1.80	"E"	-0.93	"E"
"idnD"	"b4267"	1032	4493375	4494406	"-"	-0.06	"E"	-0.99	"E"	-0.09	"E"	-0.65	"E"	0.11	"E"
"cdaR"	"b0162"	1158	182463	183620	"+"	0.05	"E"	0.38	"E"	-0.21	"E"	-0.13	"E"	-0.49	"E"
"gshA"	"b2688"	1557	2814883	2816439	"-"	-0.02	"E"	-0.12	"E"	0.15	"E"	0.21	"E"	-0.05	"E"
"yjbG"	"b4028"	738	4236897	4237634	"+"	0.17	"E"	-1.59	"E"	-1.39	"E"	-1.13	"E"	0.09	"E"
"murE"	"b0085"	1488	93166	94653	"+"	0.02	"E"	0.00	"E"	-0.05	"E"	-0.21	"E"	0.05	"E"
"yijF"	"b3944"	618	4137040	4137657	"-"	0.08	"E"	-0.18	"E"	-0.78	"E"	-0.62	"E"	0.59	"E"
"ymfM"	"b1148"	339	1203822	1204160	"+"	0.16	"E"	0.51	"E"	0.07	"E"	0.64	"E"	-0.19	"E"
"ybjM"	"b0848"	378	890089	890466	"+"	-0.04	"E"	-0.53	"E"	0.10	"E"	0.04	"E"	0.05	"E"
"yffO"	"b2446"	417	2562111	2562527	"+"	-0.09	"E"	0.59	"E"	0.35	"E"	-0.14	"E"	-0.44	"E"
"nudG"	"b1759"	408	1841490	1841897	"+"	0.03	"E"	-0.38	"E"	0.09	"E"	-0.04	"E"	-0.39	"E"
"wcaI"	"b2050"	1224	2124523	2125746	"-"	-0.10	"E"	-0.64	"E"	-0.03	"E"	-0.90	"E"	-0.48	"E"
"ycbJ"	"b0919"	894	971752	972645	"+"	0.03	"E"	0.01	"E"	0.14	"E"	0.11	"E"	-0.27	"E"
"rppH"	"b2830"	531	2968447	2968977	"-"	0.01	"E"	-0.05	"E"	-0.02	"E"	0.12	"E"	-0.04	"E"
"bglG"	"b3723"	837	3905731	3906567	"-"	0.09	"E"	-0.68	"E"	0.46	"E"	-1.08	"E"	-0.50	"E"
"mukF"	"b0922"	1323	974319	975641	"+"	-0.01	"E"	-0.15	"E"	-0.02	"E"	-0.04	"E"	0.18	"E"
"sgcB"	"b4565"	279	4530255	4530533	"-"	-0.13	"E"	0.46	"E"	-0.44	"E"	-1.12	"E"	0.63	"E"
"yidK"	"b3679"	1716	3858401	3860116	"-"	0.07	"E"	-0.42	"E"	-0.07	"E"	-0.40	"E"	-0.57	"E"
"cbtA"	"b2005"	375	2077569	2077943	"+"	0.07	"E"	-0.43	"E"	-0.29	"E"	0.67	"E"	-0.61	"E"
"scpB"	"b2919"	786	3063993	3064778	"+"	0.07	"E"	-0.19	"E"	0.37	"E"	-0.35	"E"	-0.98	"E"
"paaG"	"b1394"	789	1458264	1459052	"+"	-0.13	"E"	0.34	"E"	-0.36	"E"	0.25	"E"	-0.46	"E"
"yfiE"	"b2577"	882	2714439	2715320	"-"	0.03	"E"	-0.46	"E"	0.01	"E"	0.08	"E"	0.21	"E"
"ypdF"	"b2385"	1086	2505547	2506632	"-"	0.11	"E"	0.24	"E"	-0.93	"E"	-0.91	"E"	-0.03	"E"
"citX"	"b0614"	552	647484	648035	"-"	0.10	"E"	-1.09	"E"	-0.15	"E"	-0.16	"E"	0.01	"E"
"narV"	"b1465"	681	1535937	1536617	"-"	-0.08	"E"	1.00	"E"	0.78	"E"	1.49	"E"	-0.20	"E"
"yjcF"	"b4066"	1293	4281783	4283075	"-"	-0.09	"E"	0.19	"E"	0.76	"E"	0.60	"E"	0.07	"E"
"garP"	"b3127"	1335	3273573	3274907	"-"	0.10	"E"	0.40	"E"	-0.81	"E"	-0.10	"E"	0.21	"E"
"umuD"	"b1183"	420	1230767	1231186	"+"	0.05	"E"	-0.58	"E"	0.42	"E"	-0.54	"E"	-0.28	"E"
"yicO"	"b3664"	1335	3842455	3843789	"-"	-0.07	"E"	0.76	"E"	-0.68	"E"	0.24	"E"	-0.66	"E"
"phnC"	"b4106"	789	4324377	4325165	"-"	-0.14	"E"	0.72	"E"	-1.25	"E"	-0.42	"E"	1.20	"E"
"ybcN"	"b0547"	456	572466	572921	"+"	-0.11	"E"	0.14	"E"	0.43	"E"	0.59	"E"	-0.92	"E"
"fecI"	"b4293"	522	4517714	4518235	"-"	-0.02	"E"	-0.22	"E"	0.05	"E"	-0.24	"E"	-0.13	"E"
"caiE"	"b0035"	591	34781	35371	"-"	0.08	"E"	0.63	"E"	-0.14	"E"	-0.05	"E"	0.61	"E"
"ygjI"	"b3078"	1434	3226234	3227667	"+"	0.08	"E"	-0.82	"E"	0.33	"E"	0.14	"E"	-0.36	"E"
"yjjQ"	"b4365"	726	4603477	4604202	"+"	0.13	"E"	-1.16	"E"	-0.68	"E"	-1.02	"E"	-0.25	"E"
"fdnG"	"b1474"	3048	1547401	1550448	"+"	-0.05	"E"	-0.29	"E"	-0.18	"E"	-0.31	"E"	-0.06	"E"
"fixC"	"b0043"	1287	44180	45466	"+"	0.07	"E"	0.72	"E"	0.03	"E"	-0.11	"E"	-0.21	"E"
"agaI"	"b3141"	756	3286270	3287025	"+"	-0.05	"E"	-0.23	"E"	-0.42	"E"	-0.06	"E"	-0.11	"E"
"wcaK"	"b2045"	1281	2117124	2118404	"-"	0.05	"E"	-0.43	"E"	-0.01	"E"	0.33	"E"	-0.26	"E"
"mlaB"	"b3191"	294	3336963	3337256	"-"	-0.01	"E"	-0.03	"E"	0.01	"E"	-0.17	"E"	0.08	"E"
"fadA"	"b3845"	1164	4027609	4028772	"-"	-0.02	"E"	0.52	"E"	-0.32	"E"	-0.37	"E"	-0.08	"E"
"gspB"	"b3322"	420	3453508	3453927	"-"	0.05	"E"	0.25	"E"	-0.10	"E"	0.14	"E"	-0.62	"E"
"citF"	"b0615"	1533	648039	649571	"-"	0.08	"E"	-0.44	"E"	-0.46	"E"	0.93	"E"	-0.22	"E"
"torD"	"b0998"	600	1061799	1062398	"+"	0.05	"E"	0.20	"E"	-0.37	"E"	-0.27	"E"	-0.02	"E"
"cysW"	"b2423"	876	2540804	2541679	"-"	0.06	"E"	-0.86	"E"	1.39	"E"	-0.61	"E"	-0.85	"E"
"eutA"	"b2451"	1404	2565481	2566884	"-"	0.08	"E"	1.21	"E"	1.17	"E"	0.62	"E"	-1.36	"E"
"gudP"	"b2789"	1353	2920748	2922100	"-"	0.07	"E"	-1.11	"E"	0.06	"E"	0.75	"E"	-0.93	"E"
"fepB"	"b0592"	957	623554	624510	"-"	-0.02	"E"	-0.44	"E"	0.00	"E"	-0.36	"E"	-0.07	"E"
"yffM"	"b2444"	246	2561368	2561613	"+"	0.08	"E"	-0.42	"E"	-0.53	"E"	-0.52	"E"	0.93	"E"
"ydiN"	"b1691"	1266	1772512	1773777	"+"	-0.09	"E"	-0.66	"E"	0.38	"E"	-0.24	"E"	-0.13	"E"
"ftsI"	"b0084"	1767	91413	93179	"+"	0.01	"E"	-0.11	"E"	-0.11	"E"	-0.13	"E"	-0.11	"E"
"ydjK"	"b1775"	1380	1858850	1860229	"-"	-0.07	"E"	0.50	"E"	0.21	"E"	0.50	"E"	-0.59	"E"
"narK"	"b1223"	1392	1277957	1279348	"+"	-0.07	"E"	0.11	"E"	0.31	"E"	0.12	"E"	-0.06	"E"
"cho"	"b1741"	888	1823515	1824402	"+"	-0.02	"E"	-0.23	"E"	0.05	"E"	0.12	"E"	0.02	"E"
"xylF"	"b3566"	993	3731131	3732123	"+"	0.04	"E"	-0.23	"E"	0.20	"E"	0.28	"E"	-0.41	"E"
"cusF"	"b0573"	333	597131	597463	"+"	-0.05	"E"	-0.81	"E"	0.59	"E"	-0.71	"E"	0.33	"E"
"hycC"	"b2723"	1827	2847415	2849241	"-"	-0.04	"E"	0.14	"E"	-0.12	"E"	-0.58	"E"	-0.17	"E"
"yccM"	"b0992"	1074	1052289	1053362	"-"	-0.03	"E"	-0.51	"E"	-0.22	"E"	0.37	"E"	-0.18	"E"
"ynjC"	"b1755"	1536	1837212	1838747	"+"	-0.02	"E"	0.09	"E"	-0.49	"E"	-0.01	"E"	-0.01	"E"
"flxA"	"b1566"	333	1646405	1646737	"+"	0.04	"E"	0.26	"E"	0.15	"E"	0.16	"E"	0.06	"E"
"motA"	"b1890"	888	1976252	1977139	"-"	-0.04	"E"	-0.04	"E"	0.58	"E"	-0.12	"E"	-0.45	"E"
"hypD"	"b2729"	1122	2852136	2853257	"+"	0.02	"E"	0.35	"E"	-0.23	"E"	-0.43	"E"	0.17	"E"
"chbF"	"b1734"	1353	1817148	1818500	"-"	-0.03	"E"	-0.26	"E"	0.78	"E"	0.05	"E"	-0.40	"E"
"chiA"	"b3338"	2694	3467160	3469853	"-"	-0.01	"E"	-0.25	"E"	0.11	"E"	0.11	"E"	-0.06	"E"
"ygcO"	"b2767"	261	2893919	2894179	"+"	0.06	"E"	-0.10	"E"	0.25	"E"	1.22	"E"	-0.34	"E"
"ygeX"	"b2871"	1197	3007510	3008706	"+"	0.03	"E"	-0.06	"E"	0.20	"E"	0.11	"E"	0.53	"E"
"uxuB"	"b4323"	1461	4552901	4554361	"+"	0.01	"E"	-0.10	"E"	-0.29	"E"	-0.33	"E"	-0.21	"E"
"yjiL"	"b4334"	768	4563922	4564689	"-"	0.04	"E"	-0.66	"E"	-0.88	"E"	0.48	"E"	-0.19	"E"
"yeiI"	"b2160"	1089	2251700	2252788	"+"	-0.01	"E"	0.19	"E"	-0.07	"E"	0.13	"E"	0.14	"E"
"kbaZ"	"b3132"	1281	3278914	3280194	"+"	0.03	"E"	-0.29	"E"	-0.86	"E"	-1.25	"E"	-0.02	"E"
"lsrD"	"b1515"	993	1604047	1605039	"+"	-0.05	"E"	-0.26	"E"	-0.44	"E"	0.22	"E"	-0.55	"E"
"insA2"	"b0265"	276	279600	279875	"-"	-0.03	"E"	0.10	"E"	-0.45	"E"	-0.21	"E"	0.07	"E"
"insA3"	"b0275"	276	291071	291346	"-"	-0.03	"E"	0.10	"E"	-0.45	"E"	-0.21	"E"	0.07	"E"
"ybdH"	"b0599"	1089	632389	633477	"-"	0.01	"E"	-0.07	"E"	-0.11	"E"	-0.27	"E"	-0.16	"E"
"yfjY"	"b2644"	483	2776386	2776868	"+"	-0.07	"E"	0.71	"E"	-1.83	"E"	-2.03	"E"	0.10	"E"
"yedZ"	"b1972"	636	2040483	2041118	"+"	-0.02	"E"	0.62	"E"	0.13	"E"	0.07	"E"	0.12	"E"
"djlB"	"b0646"	1428	677415	678842	"+"	0.03	"E"	-0.36	"E"	-0.55	"E"	-0.27	"E"	0.14	"E"
"tfaR"	"b1373"	576	1432411	1432986	"+"	-0.05	"E"	0.48	"E"	-1.79	"E"	-1.13	"E"	1.02	"E"
"yjjW"	"b4379"	864	4614680	4615543	"-"	0.03	"E"	-0.07	"E"	0.39	"E"	0.67	"E"	-0.13	"E"
"selB"	"b3590"	1845	3758017	3759861	"-"	0.01	"E"	0.05	"E"	0.00	"E"	-0.16	"E"	0.17	"E"
"ecpR"	"b0294"	591	310746	311336	"-"	0.04	"E"	-1.62	"E"	-0.74	"E"	-0.54	"E"	-1.44	"E"
"arsB"	"b3502"	1290	3648935	3650224	"+"	-0.01	"E"	-0.20	"E"	-0.62	"E"	-0.55	"E"	0.30	"E"
"yhfU"	"b3378"	354	3507348	3507701	"-"	0.03	"E"	-0.41	"E"	0.53	"E"	0.55	"E"	-0.36	"E"
"fecR"	"b4292"	954	4516764	4517717	"-"	-0.01	"E"	0.07	"E"	0.09	"E"	-0.14	"E"	-0.07	"E"
"yadC"	"b0135"	1239	149715	150953	"-"	0.01	"E"	-0.48	"E"	-0.06	"E"	-0.21	"E"	0.10	"E"
"ycgY"	"b1196"	441	1245160	1245600	"+"	0.05	"E"	1.58	"E"	-0.22	"E"	1.21	"E"	0.12	"E"
"yphC"	"b2545"	1062	2674700	2675761	"-"	-0.01	"E"	0.63	"E"	-0.06	"E"	-0.10	"E"	0.22	"E"
"yfjJ"	"b2626"	627	2760547	2761173	"+"	0.02	"E"	0.19	"E"	-0.31	"E"	0.51	"E"	-0.17	"E"
"ypeA"	"b2434"	426	2551713	2552138	"-"	0.01	"E"	-0.07	"E"	-0.29	"E"	-0.29	"E"	-0.25	"E"
"csgB"	"b1041"	456	1103951	1104406	"+"	0.03	"E"	-0.32	"E"	-0.53	"E"	0.03	"E"	0.02	"E"
"ilvY"	"b3773"	894	3956927	3957820	"-"	0.01	"E"	0.31	"E"	0.01	"E"	0.16	"E"	0.04	"E"
"xapA"	"b2407"	834	2524045	2524878	"-"	0.04	"E"	1.25	"E"	-0.75	"E"	-1.08	"E"	-0.12	"E"
"phnL"	"b4096"	681	4317215	4317895	"-"	0.02	"E"	0.62	"E"	0.51	"E"	0.17	"E"	0.30	"E"
"ybeU"	"b0648"	708	679508	680215	"+"	-0.03	"E"	-0.30	"E"	0.58	"E"	0.53	"E"	-0.24	"E"
"rhaS"	"b3905"	837	4097736	4098572	"+"	0.02	"E"	0.24	"E"	0.80	"E"	0.83	"E"	-0.30	"E"
"priC"	"b0467"	528	490285	490812	"-"	-0.01	"E"	-0.05	"E"	0.14	"E"	0.05	"E"	0.13	"E"
"cheR"	"b1884"	861	1968504	1969364	"-"	-0.03	"E"	1.51	"E"	0.14	"E"	-0.45	"E"	0.21	"E"
"paaD"	"b1391"	498	1455925	1456422	"+"	-0.04	"E"	1.18	"E"	-1.50	"E"	1.08	"E"	-0.31	"E"
"nrfC"	"b4072"	672	4289808	4290479	"+"	0.03	"E"	-0.74	"E"	0.25	"E"	0.70	"E"	-0.31	"E"
"ansB"	"b2957"	1047	3099682	3100728	"-"	0.01	"E"	0.11	"E"	-0.06	"E"	-0.06	"E"	0.01	"E"
"paaK"	"b1398"	1314	1462125	1463438	"+"	-0.01	"E"	0.23	"E"	0.20	"E"	0.19	"E"	-0.07	"E"
"yjgZ"	"b4277"	330	4501260	4501589	"+"	-0.03	"E"	0.70	"E"	-0.45	"E"	-0.63	"E"	1.10	"E"
"yghQ"	"b2983"	1068	3131341	3132408	"-"	0.01	"E"	-0.16	"E"	-0.32	"E"	-0.12	"E"	-0.05	"E"
"yjfJ"	"b4182"	699	4410553	4411251	"+"	0.02	"E"	-0.29	"E"	-0.62	"E"	-0.96	"E"	0.22	"E"
"yagF"	"b0269"	1968	283201	285168	"+"	-0.01	"E"	-0.28	"E"	-0.44	"E"	-0.94	"E"	-0.15	"E"
"nikD"	"b3479"	765	3617015	3617779	"+"	0.01	"E"	-0.64	"E"	-0.04	"E"	0.12	"E"	0.07	"E"
"elfC"	"b0940"	2601	999216	1001816	"+"	0.01	"E"	-0.15	"E"	-0.29	"E"	-0.60	"E"	0.06	"E"
"ygcP"	"b2768"	576	2894196	2894771	"+"	0.01	"E"	-0.79	"E"	0.71	"E"	0.06	"E"	0.18	"E"
"cmtA"	"b2933"	1389	3077471	3078859	"-"	-0.01	"E"	-1.33	"E"	0.21	"E"	0.73	"E"	-0.16	"E"
"yfaT"	"b2229"	624	2334336	2334959	"-"	0.01	"E"	-1.03	"E"	-0.53	"E"	-2.38	"E"	-0.57	"E"
"glpC"	"b2243"	1191	2355521	2356711	"+"	-0.01	"E"	0.63	"E"	-0.17	"E"	-0.07	"E"	-0.18	"E"
"ybhI"	"b0770"	1434	801887	803320	"+"	-0.01	"E"	0.25	"E"	0.04	"E"	0.16	"E"	0.57	"E"
"feoA"	"b3408"	228	3540163	3540390	"+"	0.00	"E"	-0.20	"E"	-0.15	"E"	0.08	"E"	0.19	"E"
"yhiD"	"b3508"	648	3655255	3655902	"-"	0.01	"E"	0.27	"E"	0.52	"E"	0.70	"E"	0.25	"E"
"allD"	"b0517"	1050	545314	546363	"-"	0.00	"E"	-0.63	"E"	0.30	"E"	0.40	"E"	-0.38	"E"
"yfaQ"	"b2226"	1650	2328148	2329797	"-"	0.00	"E"	-0.75	"E"	-0.27	"E"	-0.66	"E"	-0.30	"E"
"ylaB"	"b0457"	1551	477067	478617	"-"	0.00	"E"	0.11	"E"	-0.09	"E"	-0.15	"E"	0.23	"E"
"phnN"	"b4094"	558	4315525	4316082	"-"	0.00	"E"	1.55	"E"	-0.10	"E"	0.31	"E"	-0.25	"E"
"yjbS"	"b4621"	204	4268809	4269012	"-"	-1.93	"E"	-2.79	"E"	-3.08	"E"	1.99	"E"	-2.11	"E"
"cspI"	"b1552"	213	1638455	1638667	"-"	4.66	"E"	4.15	"E"	-6.70	"E"	-6.87	"E"	5.28	"E"
"yncH"	"b1455"	213	1526940	1527152	"+"	-4.90	"E"	-4.66	"E"	-1.54	"E"	0.83	"E"	-0.39	"E"
"essQ"	"b1556"	216	1640370	1640585	"-"	6.52	"E"	5.74	"E"	8.18	"E"	2.57	"E"	0.07	"E"
"ydaQ"	"b1346"	216	1413237	1413452	"-"	-0.57	"E"	-0.08	"E"	-1.55	"E"	0.89	"E"	-0.94	"E"
"tdcR"	"b3119"	219	3267380	3267598	"+"	2.45	"E"	2.50	"E"	-4.85	"E"	3.34	"E"	0.07	"E"
"ygeI"	"b2853"	219	2993638	2993856	"+"	0.65	"E"	-2.44	"E"	2.60	"E"	7.61	"E"	-6.52	"E"
"ynfO"	"b4533"	234	1636756	1636989	"+"	0.44	"E"	3.80	"E"	8.41	"E"	7.79	"E"	0.07	"E"
"esrE"	"b4707"	252	4019978	4020229	"+"	"N/A"	"E"	"N/A"	"E"	"N/A"	"E"	"N/A"	"E"	"#VALUE!"	"E"
"rzoQ"	"b4689"	255	1639080	1639334	"-"	-1.16	"E"	-2.03	"E"	-0.02	"E"	-3.81	"E"	4.04	"E"
"yjbL"	"b4047"	255	4260321	4260575	"+"	4.28	"E"	3.80	"E"	1.75	"E"	-0.31	"E"	3.44	"E"
