Column array (EcoMAC)	CEL file name	GEO accession	Author	Date	Strain	Medium	Treatment (value)	Treatment (conditions)	Time (min)	Gene perturbated	Type of perturbation	Replicate	Predicted arrays by EBA	Environmental perturbations	Genetic perturbations	Arrays in WT condition	Growth rate (1/h)	Flag growth
2028	30a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	appY	r1	1	0	0	0	0.36	1
2029	30b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	appY	r2	1	0	0	0	0.36	1
2030	30c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	appY	r3	1	0	0	0	0.36	1
2031	31a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	appY	r1	1	0	1	0	0.33	1
2032	31b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	appY	r2	1	0	1	0	0.33	1
2033	31c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	appY	r3	1	0	1	0	0.33	1
2034	32a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	appY	r1	1	0	1	0	0.5	1
2035	32b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	appY	r2	1	0	1	0	0.5	1
2036	32c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	appY	r3	1	0	1	0	0.5	1
2037	33a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	appY	r1	1	0	1	0	0.47	1
2038	33b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	appY	r2	1	0	1	0	0.47	1
2039	33c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	appY	r3	1	0	1	0	0.47	1
2040	34a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	appY	r1	1	0	1	0	0.41	1
2041	34b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	appY	r2	1	0	1	0	0.41	1
2042	34c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	appY	r3	1	0	1	0	0.41	1
2043	35a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	appY	r1	1	0	1	0	0.45	1
2044	35b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	appY	r2	1	0	1	0	0.45	1
2045	35c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	appY	r3	1	0	1	0	0.45	1
2046	36a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	araC	r1	1	0	0	0	0.27	1
2047	36b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	araC	r2	1	0	0	0	0.27	1
2048	36c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	araC	r3	1	0	0	0	0.27	1
2049	37a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	araC	r1	1	0	1	0	0.43	1
2050	37b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	araC	r2	1	0	1	0	0.43	1
2051	37c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	araC	r3	1	0	1	0	0.43	1
2052	38a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	araC	r1	1	0	1	0	0.42	1
2053	38b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	araC	r2	1	0	1	0	0.42	1
2054	38c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	araC	r3	1	0	1	0	0.42	1
2055	39a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	araC	r1	1	0	1	0	0.54	1
2056	39b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	araC	r2	1	0	1	0	0.54	1
2057	39c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	araC	r3	1	0	1	0	0.54	1
2058	40b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	araC	r1	1	0	1	0	0.42	1
2059	40d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	araC	r2	1	0	1	0	0.42	1
2060	40e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	araC	r3	1	0	1	0	0.42	1
2061	41a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	araC	r1	1	0	1	0	0.33	1
2062	41b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	araC	r2	1	0	1	0	0.33	1
2063	41c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	araC	r3	1	0	1	0	0.33	1
2064	42a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	glnG	araC	r1	1	0	1	0	0.46	1
2065	42b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	glnG	araC	r2	1	0	1	0	0.46	1
2066	42c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	glnG	araC	r3	1	0	1	0	0.46	1
2067	43a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	malT	r1	1	0	0	0	0.41	1
2068	43b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	malT	r2	1	0	0	0	0.41	1
2069	43c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	malT	r3	1	0	0	0	0.41	1
2070	44a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	malT	r1	1	0	1	0	0.43	1
2071	44b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	malT	r2	1	0	1	0	0.43	1
2072	44c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	malT	r3	1	0	1	0	0.43	1
2073	45a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	hypA	r1	1	0	0	0	0.46	1
2074	45b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	hypA	r2	1	0	0	0	0.46	1
2075	45c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	hypA	r3	1	0	0	0	0.46	1
2076	46b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	pheS	r1	1	0	1	0	0.26	1
2077	46c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	pheS	r2	1	0	1	0	0.26	1
2078	46d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	pheS	r3	1	0	1	0	0.26	1
2079	47a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	pheS	r1	1	0	1	0	0.31	1
2080	47b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	pheS	r2	1	0	1	0	0.31	1
2081	47c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	pheS	r3	1	0	1	0	0.31	1
2082	48a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	rpsA	r1	1	0	1	0	0.17	1
2083	48b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	rpsA	r2	1	0	1	0	0.17	1
2084	48c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	rpsA	r3	1	0	1	0	0.17	1
2085	49a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	lrp	rpsA	r1	1	0	1	0	0.22	1
2086	49b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	lrp	rpsA	r2	1	0	1	0	0.22	1
2087	49c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	lrp	rpsA	r3	1	0	1	0	0.22	1
2088	50a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	malT	r1	1	0	1	0	0.43	1
2089	50b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	malT	r2	1	0	1	0	0.43	1
2090	50c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	malT	r3	1	0	1	0	0.43	1
2091	51-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	rpoD	r1	1	0	1	0	0.36	1
2092	51-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	rpoD	r2	1	0	1	0	0.36	1
2093	51-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	rpoD	r3	1	0	1	0	0.36	1
2094	51a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	hypA	r1	1	0	1	0	0.58	1
2095	51b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	hypA	r2	1	0	1	0	0.58	1
2096	51c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	hypA	r3	1	0	1	0	0.58	1
2097	52a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	hypA	r1	1	0	1	0	0.39	1
2098	52d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	hypA	r2	1	0	1	0	0.39	1
2099	52e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	hypA	r3	1	0	1	0	0.39	1
2100	53a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	hypA	r1	1	0	1	0	0.47	1
2101	53b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	hypA	r2	1	0	1	0	0.47	1
2102	53c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	hypA	r3	1	0	1	0	0.47	1
2103	54a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	hypA	r1	1	0	1	0	0.48	1
2104	54b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	hypA	r2	1	0	1	0	0.48	1
2105	54c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	hypA	r3	1	0	1	0	0.48	1
2106	55c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	hypA	r1	1	0	1	0	0.42	1
2107	55d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	hypA	r2	1	0	1	0	0.42	1
2108	55e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	hypA	r3	1	0	1	0	0.42	1
2109	67-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	rpoS	r1	1	0	1	0	0.39	1
2110	67-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	rpoS	r2	1	0	1	0	0.39	1
2111	67-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	rpoS	r3	1	0	1	0	0.39	1
2112	69-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	rpoS	r2	1	0	1	0	0.53	1
2113	69-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	rpoS	r3	1	0	1	0	0.53	1
2114	69-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	rpoS	r1	1	0	1	0	0.53	1
2115	76-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoN	rpoS	r1	1	0	1	0	0.48	1
2116	76-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoN	rpoS	r2	1	0	1	0	0.48	1
2117	76-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoN	rpoS	r3	1	0	1	0	0.48	1
2118	100_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	appY	nlpD	r2	1	0	1	0	0.54	1
2119	100_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	appY	nlpD	r1	1	0	1	0	0.54	1
2120	100_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	appY	nlpD	r3	1	0	1	0	0.54	1
2121	106_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	rpoH	r1	1	0	1	0	0.42	1
2122	106_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	rpoH	r2	1	0	1	0	0.42	1
2123	106_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	rpoH	r3	1	0	1	0	0.42	1
2124	108_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoD	rpoH	r2	1	0	1	0	0.2	1
2125	108_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoD	rpoH	r3	1	0	1	0	0.2	1
2126	108_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoD	rpoH	r1	1	0	1	0	0.2	1
2127	123_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	malT	rpoH	r1	1	0	1	0	0.38	1
2128	123_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	malT	rpoH	r2	1	0	1	0	0.38	1
2129	123_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	malT	rpoH	r3	1	0	1	0	0.37	1
2130	153_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	fecI	r1	1	0	1	0	0.42	1
2131	153_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	fecI	r2	1	0	1	0	0.42	1
2132	153_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoE	fecI	r3	1	0	1	0	0.42	1
2133	154_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	fecI	r1	1	0	1	0	0.53	1
2134	154_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	fecI	r2	1	0	1	0	0.53	1
2135	154_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	fecI	r3	1	0	1	0	0.53	1
2136	171_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoD	hns	r1	1	0	1	0	0.46	1
2137	171_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoD	hns	r2	1	0	1	0	0.46	1
2138	171_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoD	hns	r3	1	0	1	0	0.46	1
2139	178_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	hns	r1	1	0	1	0	0.3	1
2140	178_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	hns	r2	1	0	1	0	0.3	1
2141	178_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	hns	r3	1	0	1	0	0.3	1
2142	198_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	fliA	r1	1	0	1	0	0.58	1
2143	198_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	fliA	r2	1	0	1	0	0.58	1
2144	198-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	fliA	r3	1	0	1	0	0.58	1
2145	242_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	arcA	r1	1	0	1	0	0.46	1
2146	242_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	arcA	r2	1	0	1	0	0.46	1
2147	242-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	arcA	r3	1	0	1	0	0.46	1
2148	264_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	crp	r1	1	0	1	0	0.1	1
2149	264_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	crp	r2	1	0	1	0	0.1	1
2150	264-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	crp	r3	1	0	1	0	0.1	1
2151	319_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	pheS	r1	1	0	1	0	0.52	1
2152	319_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	pheS	r2	1	0	1	0	0.52	1
2153	319_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	pheS	r3	1	0	1	0	0.52	1
2154	338-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	lrp	ihfB	r3	1	0	1	0	0.47	1
2155	338-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	lrp	ihfB	r1	1	0	1	0	0.47	1
2156	338-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	lrp	ihfB	r2	1	0	1	0	0.47	1
2157	357_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	csgD	ihfB	r1	1	0	1	0	0.43	1
2158	357_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	csgD	ihfB	r2	1	0	1	0	0.43	1
2159	357_3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	csgD	ihfB	r3	1	0	1	0	0.43	1
2160	393_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	flhD	r1	1	0	1	0	0.37	1
2161	393_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	flhD	r2	1	0	1	0	0.37	1
2162	393-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	flhD	r3	1	0	1	0	0.37	1
2163	425_1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoH	araC	r1	1	0	1	0	0.59	1
2164	425_2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoH	araC	r2	1	0	1	0	0.59	1
2165	425-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoH	araC	r3	1	0	1	0	0.59	1
2166	429-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	malT	r1	1	0	1	0	0.54	1
2167	429-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	malT	r2	1	0	1	0	0.54	1
2168	429-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fnr	malT	r3	1	0	1	0	0.54	1
2169	431-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	araC	r1	1	0	1	0	0.4	1
2170	431-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	araC	r2	1	0	1	0	0.4	1
2171	431-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	araC	r3	1	0	1	0	0.4	1
2172	434-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	araC	r1	1	0	1	0	0.45	1
2173	434-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	araC	r2	1	0	1	0	0.45	1
2174	434-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	araC	r3	1	0	1	0	0.45	1
2175	435-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	araC	r1	1	0	1	0	0.25	1
2176	435-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	araC	r2	1	0	1	0	0.25	1
2177	435-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	flhDC	araC	r3	1	0	1	0	0.25	1
2178	436-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	appY	araC	r1	1	0	1	0	0.59	1
2179	436-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	appY	araC	r2	1	0	1	0	0.59	1
2180	436-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	appY	araC	r3	1	0	1	0	0.59	1
2181	437-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	araC	araC	r1	1	0	1	0	0.47	1
2182	437-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	araC	araC	r2	1	0	1	0	0.47	1
2183	437-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	araC	araC	r3	1	0	1	0	0.47	1
2184	529-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	csgD	r1	1	0	1	0	0.38	1
2185	529-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	csgD	r2	1	0	1	0	0.38	1
2186	529-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoS	csgD	r3	1	0	1	0	0.38	1
2187	530-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoH	csgD	r1	1	0	1	0	0.27	1
2188	530-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoH	csgD	r2	1	0	1	0	0.27	1
2189	530-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoH	csgD	r3	1	0	1	0	0.27	1
2190	538-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoN	csgD	r1	1	0	1	0	0.45	1
2191	538-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoN	csgD	r2	1	0	1	0	0.45	1
2192	538-3_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	rpoN	csgD	r3	1	0	1	0	0.45	1
2193	563-1_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfB	fhlA	r1	1	0	1	0	0.25	1
2194	563-2_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfB	fhlA	r2	1	0	1	0	0.25	1
